index	type	text	text_ES	Go To	conditions	actions	
1	Q	We've already talked, haven't we? Now I have business to attend.	Ya hemos hablado, ¿No? Ahora tengo negocios que atender.	2	VariableGreater#snake_gang,30		
1	Q	[BLUE](This alluring Friguldian woman smiles mockingly)[] Lost your way, sailor?	[BLUE](Esta bellísima mujer Friguldiana te sonríe con ironía)[] ¿Te has perdido, marinero?	2			
2	A	Sorry I must be on my way.	Lo siento, me tengo que marchar.	0			
2	A	Are you Zilda? I'd like to talk about the Snake Gang.	¿Eres Zilda? Necesito hablar contigo sobre la Banda de la Serpiente.	3	VariableEqual#snake_gang,20		
2	A	I'd like to talk about the Snake Gang.	Necesito hablar contigo sobre la Banda de la Serpiente.	3	VariableEqual#snake_gang,30		
3	Q	[BLUE](She pales)[] I already told the Governor's men all I knew. All I got from this is trouble! I have no idea where to find them! Please leave me alone.	[BLUE](Palidece)[] Ya le dije a los hombres del Gobernador todo lo que sé. ¡Esto sólo me ha traido problemas, no tengo idea de dónde encontrarles! Por favor déjame en paz.	4			
4	A	I think the men who interrogated you were not persuassive enough. Tell me what you know or you'll die here and now. [BLUE](Grab her wrist)[]	Creo que los hombres que te interrogaron no eran lo bastante persuasivos. Habla o morirás ahora mismo. [BLUE](Agarrarla por el brazo)[]	5			
4	A	Easy, I'm not working for that pig you call Governor. I need their skills to recover an artifact to save the world.	Tranquila, no trabajo para ese cerdo que llamáis gobernador. Necesito sus habilidades para recuperar un artefacto y salvar al mundo.	7	VariableGreater#rumor_shardfriguld,0		
4	A	I'm no threat to you, actually here's [BLUE]250 gold[] to prove my good will.	No vengo a amenazarte... De hecho aquí tienes [BLUE]250 monedas[] como muestra de buena voluntad.	30	PlayerHasGold#250	LoseGold#250	
4	A	I'll just leave then.	De acuerdo, me voy.	0		SetVariable#snake_gang,30	
5	Q	No please, don't hurt me! I'll tell you what you want to know.	¡No me hagas daño! Te diré lo que quieres saber.	6			
6	A	That's a good girl. I'm listening. [BLUE](Release her)[]	Buena chica. Te escucho. [BLUE](Soltarla)[]	20			
7	Q	A world savior knocking at my door! [BLUE](She laughs charmingly)[] Are you a lunatic? Or a charlatan?	¡Un héroe llama a mi puerta para salvar al mundo! [BLUE](Se ríe con encanto)[] ¿Qué eres, un lunático o un charlatán?	8			
8	A	Damn wench, I'll teach you to mock me! [BLUE](Grab her wrist)[]	Maldita, te voy a enseñar a reirte de mí.  [BLUE](Agarrarla por el brazo)[]	5			
8	A	I need the black shard which is locked up inside the bank. There is a big danger for everyone unless I get it fast. If I was a liar I'd make up a simpler story, really.	"Necesito ese cristal negro que hay en el banco; si no lo hago todos corren un grave peligro. Si quisiera engañarte me inventaría una historia más sencilla."	9		SetVariable#snake_shard,1	PER#4
