progress	description	description_ES	actions
0	Спасительное бегство	po	
10	Жители деревни у Рассветного озера попросили меня найти пропавшего жителя в лесах этой локации или Хребта Калиона.	po.	
20	Я должен разобраться с разбойниками, удерживающие пропавшего жителя деревни.	po.	
30	Мне необходимо угомонить пропавшего жителя деревни.	po.	
40	Мне необходимо доставить пропавшего жителя в деревню у Рассветного озера.	po.	
90	Я должен разобраться с жителями деревни людоедов.	po.	
91	Я должен разобраться с жителями деревни людоедов.	po.	
92	Я должен разобраться с жителями деревни людоедов.	po.	
93	Я должен разобраться с жителями деревни людоедов.	po.	
94	Я должен разобраться с жителями деревни людоедов.	po.	
95	Я должен разобраться с жителями деревни людоедов.	po.	
96	Я должен разобраться с жителями деревни людоедов.	po.	
97	Я должен разобраться с жителями деревни людоедов.	po.	
98	Я должен разобраться с жителями деревни людоедов.	po.	
99	Я должен разобраться с жителями деревни людоедов.	po.	
100	Я помог пропавшему жителю вернуться в деревню у Рассветного озера.	po.	
110	Жители деревни у Рассветного озера оказались людоедами! Но я договорился сохранить их секрет.	po.	
120	Жители деревни у Рассветного озера оказались людоедами! Они обучили меня ритуалу своих предков.	po.	
130	Я разобрался с людоедами из деревни у Рассветного озера.	po.	
