index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	She is no more, and I am free. [BLUE](She laughs and sinks down into the earth as if the ground was liquid)[] A new Queen will rule the Underworld! 	Ella ha desaparecido, soy libre. [BLUE](Se rie mientras se hunde en la tierra como si fuera un líquido)[] Una nueva Reina gobernará el Inframundo!	0	VariableEqual#prodigal_daughter,110	NPCDespawn#zuzsare_um	
1	Q	Did you find those [BLUE]3 Vorator Eggs?[]	Has encontrado los [BLUE]3 Huevos de Vorator?[]	40	VariableEqual#prodigal_daughter,50		
1	Q	Greetings once more, adventurer. I already told you there are no Mirmek around, now please leave me.	Saludos de nuevo, aventurero. Ya te dije que aquí no hay ya ningún Mirmek. Ahora déjame.	6	VariableEqual#prodigal_daughter,40		
1	Q	"[BLUE](This odd woman doesn't seem to mind the flames around her. Her stare looks a bit lost; maybe she's meditating, or maybe just shortsighted)[]"	"[BLUE](A esta extraña mujer no parecen importarle las llamas. Su mirada parece algo perdida; quizá esté meditando, o es corta de vista)[]"	2			
2	A	Hello, who are you?	Hola, ¿Quién eres?	3			
2	A	I am here looking for a monster. A gigantic insect called Zuz'sare.	Estoy aquí buscando a un monstruo, el insecto gigante Zuz'sare.	5	"VariableGreater#prodigal_daughter,0;VariableLower#prodigal_daughter,40"		
3	Q	I am just a hermit seeking shelter and peace. The people sometimes call me 'Prophet', for I help them unveil some of the secrets in their own minds. They say I am the blessed by their Flame God, the Warrior, Arbenos. I told them they're wrong, but they wouldn't listen.	Sólo soy una hermitaña que busca paz y cobijo. La gente me llama 'Profeta', porque les ayudo a desvelar los secretos de sus propias mentes. Dicen que llevo la bendición de su Dios del Fuego, Arbenos el Guerrero. Les he dicho que no es así, pero no escuchan.	4			
4	A	Can you read my mind?	¿Puedes leer mi mente?	20	VariableLower#TMP_zuzsare_mind,1	SetVariable#TMP_zuzsare_mind,1	
4	A	Have you seen a giant Mirmek? I must destroy it.	¿Has visto a un Mirmek gigante? Debo destruirlo.	5	"VariableGreater#prodigal_daughter,0;VariableLower#prodigal_daughter,40"		
4	A	I'll leave you now. Goodbye.	Me marcho, adiós.	0			
5	Q	You are late. By my hand Zuz'sare the Mirmek is no more. If that's what you sought, you may turn back, adventurer.	"Llegas tarde; por mi mano, Zuz'sare la Mirmek ya no existe. Si eso es lo que buscabas aventurero, ya puedes marcharte."	6		SetVariable#prodigal_daughter,40	
6	A	Alright. Goodbye.	De acuerdo, adiós.	0			
