index	type	text	text_ES	Go To	conditions	actions
1	Q	[BLUE](A man cracking with insane fear)[] A-a-a!!! No! Don't eat me!	port	2		
2	A	Calm down, I'm a man, not one of these monsters, tell me what's going on here at all?	port.	3		
2	A	Uh-oh, I'm a zombie, and you're a delicious lunch!	port.	11		
2	A	It seems to be no use talking to this madman	port.	0		
3	Q	Oh, at least someone else besides me hasn't turned into a monster! Do you want to know what happened here? It all started a few days ago. Our kingdom waged a long war with its neighbors, in which it lost, and in order to rectify the situation, some of the nobility decided to hold an ancient ritual of the call of the Messiah in the temple.	port	4		
4	A	Obviously something went wrong?	port.	5		
5	Q	Yes, instead of the savior, a terrible creature appeared, turning all those in the temple into monsters who began to spread filth throughout the city, some of the nobility who did not participate in the retoual took refuge in the castle, leaving the townspeople to their fate. Now, probably, this nightmare is happening all over the kingdom.	port	6		
6	A	Did anyone else in the city manage to escape?	port.	7		
7	Q	When it all started, many used the river to escape, but now there is no one left in the port, now the city is blocked, and besides these creatures you will not meet anyone else.	port	8		
8	A	Do you know how I can get out of town?	port.	9		
9	Q	Have no idea, I'll stay for now, although you can try your luck in the sewers, but it's just as dangerous there as here.	port	10		
10	A	Okay, good luck surviving here.	port.	0		
11	Q	No!!! I won't let you just eat me like that!	port	0		NPCHostile#villager_male_green
