index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	Oh, it is you. You could have helped me out, you know. But I guess, some are born to be spectators.	Ah, eres tú. Podías haberme ayudado en la representación, ¿sabes? Pero supongo que algunos nacen para ser espectadores.	2	VariableEqual#world_stage,15		
1	Q	"That was awful! [BLUE](She laughs)[] but I've seen worse debuts on the stage, and you tried to help, my friend . However without Laertes we're doomed. People expect to see him on the stage; today's trick won't distract them a second time."	"¡Ha sido horrible! [BLUE](Suelta una carcajada)[].Pero intentaste ayudar, y he visto cosas peores. Eso sí, sin Laertes estamos perdidos. La gente quiere verle en el escenario; si no aparece pronto, se les acabará la paciencia."	2	"VariableEqual#world_stage,20;VariableEqual#play_result,1"		
1	Q	"That was a good improvisation, my friend [BLUE](She smirks mischievously)[]. We managed to save the performance, but without Laertes and his talent, we're doomed. People expect to see him on the stage; today's trick won't work a second time."	"Esa ha sido una buena improvisación, amigo [BLUE](Se rie, traviesa)[]. Hemos salvado la representación, pero sin Laertes y su talento, estamos metidos en un lio. La gente quiere verle en el escenario; el truco de hoy no volverá a funcionar."	2	VariableEqual#world_stage,20		
1	Q	Hello there. I don't know how are we going to pull it off without Laertes. And being worried about the future is not my specialty! [BLUE](She chuckles, despite her dire situation)[]	Hey, hola. No sé como lo vamos a conseguir sin Laertes. Y ¡estar preocupada por el futuro no es lo mio! [BLUE](Sonríe, pese a los problemas)[].	0	"VariableGreater#world_stage,29;VariableLower#world_stage,60"		
1	Q	He returned! And I can't believe what he brought with him. You should talk to him.	¡Ha vuelto! Y no puedo créer lo que ha traido. Deberías hablar con él.	0	"VariableGreater#world_stage,59;VariableLower#world_stage,100"		
1	Q	[BLUE](When you show her the medallion, she can't hold her tears, but her smile stays on)[] He was going to bring a real Manticore carcass for the representation... Laertes was like himself to the end. No more plays then, we will have to move away in a few months. Away from the seas.	[BLUE](Cuando le enseñas el medallón no puede contener las lágrimas, pero su sonrisa no se borra)[] Así que nos iba a traer una Mantícore de verdad... Laertes fue auténtico hasta el final. Se acabaron las obras, y nos tendremos que ir en unos meses. Lejos del mar.	0	"VariableEqual#world_stage,110;PlayerHasItem#4009"	"SetVariable#world_stage,200;GainXP#800;LoseItem#4009;"	
1	Q	I refuse to believe that... Laertes can't be dead!	Me niego a creer lo que cuentas, Laertes no puede estar muerto.	0	VariableEqual#world_stage,110		
1	Q	Hey, my friend. If you ever feel like leaving your worries behind, come and join us!	Hey, amigo. Si alguna vez decides pasar de todas tus preocupaciones, ¡únete a nosotros!	0	VariableEqual#world_stage,100		
1	Q	This is so sad... We now have to leave this beautiful town, and the sound of the sea.	Es tan triste... Ahora tendremos que dejar esta bella ciudad y el sonido del mar.	0	VariableEqual#world_stage,200		
1	Q	Hello there!	Hola, ¿Que tal?	0			
2	A	What happened to the protagonist? Why isn't he here?	¿Qué le ha pasado al protagonista? ¿Por qué no está aquí?	3	VariableEqual#world_stage,20		
2	A	Actually, I think I could replace that Laertes. I think I have talent for this!	En realidad creo que podría reemplazar a ese tal Laertes. ¡Creo que tengo talento para esto!	7	VariableEqual#world_stage,20		
2	A	Don't blame me, it's all your fault. I'm not a member of your troupe.	La culpa es vuestra si no tenéis protagonista. Yo no soy miembro de vuestra compañía.	0	VariableEqual#world_stage,15		
2	A	I am sorry about that, but where is that missing actor?	Lo siento, aunque quizá pueda ayudarte a encontrar a tu amigo. ¿Dónde está?	3	VariableEqual#world_stage,15		
