index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	Ah, Terezza's research journal! What a relief to know this won't fall in the wrong hands. Here is your reward: gold, and a [BLUE]Ring of Mentalism[].	¡Ah, las notas de laboratorio de Terezza! Es maravilloso saber que no caerá en las manos equivocadas. Aquí tienes tu recompensa: oro, y un [BLUE]Anillo de Mentalismo[].	23	"PlayerHasItem#2531;variableLower#stopping_prejudice,100;variableGreater#stopping_prejudice,9"	"SetVariable#stopping_prejudice,100;LoseItem#2531;IncVariable#REP_wizardsguild,4;GainXP#1400;GainItem#3027;GainGold#1000"	
1	Q	Welcome again.No progress, I see... Please understand recovering Terezza's research notes is an urgent matter.	Bienvenido de nuevo. Ya veo, sin noticias... Por favor, recuerda que recuperar las notas de Terezza es un asunto urgente.	2	"VariableGreater#stopping_prejudice,9;VariableLower#stopping_prejudice,100"		
1	Q	Welcome to the Great Plains Enclave of the Wizard's Guild. You are not a member of our guild, so this hall is the only part of the tower in which you will be allowed.	Bienvenido al Enclave de la Gran Llanura del Gremio de los Magos. No eres un miembro de nuestro gremio, así que este hall es la única parte de la torre que podrás visitar.	2			
2	A	I need teleportation using your magic circle.	Necesito usar vuestro círculo mágico para teleportarme.	3	VariableEqual#know_enclave_ilmara,1		
2	A	Are there any jobs that I can do for the Wizard's Guild?	¿Hay alguna misión que pueda hacer para el Gremio de los Magos?	11	VariableEqual#know_enclave_ilmara,1		
2	A	Do you have anything for sale?	¿Tienes algo a la venta?	0	VariableEqual#know_enclave_ilmara,1	OpenShop#	
2	A	The Wizard's Guild? Enclave? We're in Ilmara, I thought Thuram was not regarded as a friend here.	El gremio de magos... Enclave... ? Estamos en Ilmara, creía que los magos estaban en Thuram y que aquí no seríais bienvenidos.	7	VariableLower#know_enclave_ilmara,1		
2	A	Okay, thanks, but I must be going.	Vale, de acuerdo, pero me tengo que ir.	0			
3	Q	Sure, we can teleport you to one of our enclaves through the Kingdoms [BLUE](he points to a map)[]. But as you're not a member, nor an ally to our guild, the fee will be [BLUE]500 gold[].	Claro, podemos teleportarte a cualquiera de nuestros Enclaves en los Reinos. [BLUE](Te señala un mapa)[]. Pero como no eres miembro de nuestro gremio, ni tampoco nuestro aliado, el precio será de [BLUE]500 monedas[].	4			
4	A	Fine, teleport me to the Iron Enclave, near [BLUE]Freetown[]! Here is my gold.	De acuerdo, ¡telepórtame al Enclave de Hierro, junto a [BLUE]Freetown[]! Aquí está el oro.	27	PlayerHasGold#500		
4	A	Fine, teleport me to the Inori Enclave, near [BLUE]New Garand[]! Here is my gold.	De acuerdo, ¡telepórtame al Enclave de Inori, junto a [BLUE]New Garand[]! Aquí está el oro.	5	PlayerHasGold#500		
4	A	Fine, teleport me to the Sagar Enclave, near [BLUE]Lannegar[]! Here is my gold.	De acuerdo, ¡telepórtame al Enclave de Sagar, cerca de [BLUE]Lannegar[]! Aquí está el oro.	25	PlayerHasGold#500		
4	A	Maybe another time.	Quizá en otro momento.	0			
5	Q	Certainly. Say when you're ready...	De acuerdo, di cuándo estás preparado...	6	IsRegistered#		
5	Q	[BLUE](You can only access this option in the full version of the game)[]	[BLUE](Sólo puedes escoger esta opción en la versión completa del juego)[]	0			
6	A	I am ready!	Estoy preparado.	0		"loseGold#500;Particle#teleport;Travel#G8_tower,2;Particle#teleport"	
7	Q	[BLUE](The man raises an eyebrow)[] It's true that most of us mages were born in Thuram, but the Wizard's Guild remains neutral. Certainly Ilmara doesn't make it easy for us... We're not allowed into towns, and they watch us closely. But even they need our magical services.	"[BLUE](El hombre enarca una ceja)[] Es cierto que muchos hemos nacido en Thuram, pero el Gremio de Magos es neutral. Ciertamente los Ilmaranos no nos lo ponen fácil; no nos dejan entrar en sus ciudades y nos tienen vigilados. Pero también necesitan nuestros servicios mágicos."	8			
8	A	What kind of magical services?	¿Qué clase de servicios mágicos?	9		SetVariable#know_enclave_ilmara,1	
9	Q	Teleportation, purchase of magical ingredients, item crafting, enchanting, advice and research... You name it. Just make sure you have the gold for it.	Teleportación, venta de ingredientes mágicos, encantamiento de objetos, investigación... Lo que sea, mientras lo puedas pagar.	2			
10	Q	I am afraid not, maybe in a few weeks, when we receive new goods from Icemist.	Me temo que no. Quizá en unas semanas, cuando llegue la caravana desde Icemist.	2			
11	Q	Yes, I could use some help, but I need someone already trusted by the guild for such a sensible matter. [BLUE](You need a reputation of 7 or more with the Wizard's Guild)[]	Sí, me vendría bien algo de ayuda, pero para un trabajo tan sensible necesitaría a alguien de la confianza del gremio.[BLUE](Necesitas reputación de 7 o más con el Gremio de Magos)[]	0	"variableLower#stopping_prejudice,10;variableLower#REP_wizardsguild,7"		
11	Q	Yes, I could use some help and you're well known for your services to the guild. I don't know why, but everybody is full of prejudices about us Thuramians. They accuse us of whatever unfortunate disasters fall upon them!	Sí, me vendría bien algo de ayuda, y has sido de mucha ayuda al gremio. La verdad, hay muchos prejuicios contra los Thuramios. ¡Nos acusan de cualquier desastre desafortunado que les ocurra!	13	variableLower#stopping_prejudice,10		
11	Q	Not at the time, adventurer.	Ahora mismo no, aventurero.	2			
13	A	... Unfortunate disasters? Such as?	¿Desastres desafortunados? ¿como por ejemplo...?	14			
14	Q	For instance, in New Anthur they claim we have something to do with their poisonous river. And here in Ilmara, they accuse us of their problem with [BLUE]Vorators[]. Pure prejudice, I tell you!	Por ejemplo, en New Anthur dicen que su rio está envenenado por nuestra culpa. Y aquí en Ilmara nos acusan de tener la culpa de su problema con los [BLUE]Vorators[]. ¡Todo prejuicios, te lo digo yo!	15			
15	A	Vorators? I think those are some real dangerous beasts from the Thyr Mountains. What's the deal with them?	¿Vorators? Creo que son monstruos muy peligrosos de las Montes Thyr. ¿Qué ocurre con ellos?	16			
16	Q	It is well known, gems are very rare in Ilmara. The reason is those nasty burrower beasts, the Vorators. They appeared 20 years ago, always digging tunnels by devouring rocks with their bluesteel teeth. Nothing stops them! And gems are their favorite meal.	Se sabe que las gemas son muy raras en Ilmara. La razón son esas bestias excavadoras con dientes de Acer Azul, los Vorators. Aparecieron hace 20 años, y cavan túneles devorando las rocas, en busca de su manjar favorito: las gemas.	17			
17	A	I bet mining with such beasts around is dangerous, tough luck for Ilmarans. But what is the job about?	Imagino que trabajar en minas con esos bichos merodeando debe ser muy peligroso, eso es malo para Ilmara. Pero ¿Cuál es la misión?	18			
