index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	My beloved Zenmo! Here, have this gold. [BLUE](the woman smiles with joy only briefly, then quickly scowls at her husband and grabs him by the ear)[] What did I tell you about dealing with those individuals? My mother was right, you can't be left to yourself...	¡Mi amado esposo! Toma este oro. [BLUE](La mujer sonríe brevemente, antes de fruncir el ceño y agarrar a Zenmo por la oreja)[] ¿Que te había dicho de tratar con esos individuos? Mi madre tenía razón, no se te puede dejar solo...	10	"VariableEqual#prisoners_dilemma,30;NPCisInParty#zenmo,zenmo"	"SetVariable#prisoners_dilemma,100;GainXP#1400;GainGold#1000;Disband#zenmo;IncVariable#REP_mercia,2"	
1	Q	Any news about Zenmo, my husband? Please keep searching.	Alguna noticia sobre mi marido Zenmo? Por favor, sigue buscando.	0	"VariableGreater#prisoners_dilemma,9;VariableLower#prisoners_dilemma,90"		
1	Q	No... Please no... I knew we should have never dealt with criminals. I am grateful to you for at least letting me know, please accept this reward for your efforts, and let me alone with my tears.	No... Por favor no... Sabía que si tratábamos con criminales esto pasaría. Te agradezco tu esfuerzo, aventurero, acepta esta recompensa y déjame sola con mis lágrimas.	0	VariableEqual#prisoners_dilemma,90	"SetVariable#prisoners_dilemma,200;GainXP#600;GainGold#500"	
1	Q	Please let me alone with my tears.	Por favor déjame sola con mis lágrimas.	0	VariableEqual#prisoners_dilemma,200		
1	Q	Thank you my friend. We learned our lesson and we will stay clear of trouble from now on.	Gracias amigo. Hemos aprendido la lección y no nos metemos en problemas.	0	VariableEqual#prisoners_dilemma,100		
1	Q	[BLUE](This woman looks at you appraisingly)[] Greetings, you seem to have arrived town recently. Maybe you have come from the south, and met a wine trader called Zenmo on the road?	[BLUE](Esta mujer estudia tu aspecto detenidamente)[] Saludos, pareces haber llegado a la ciudad recientemente. Por casualidad, has venido del sur, y has visto en el camino a un comerciante de vinos llamado Zenmo?	2			
2	A	I have no time to talk, sorry.	No tengo tiempo para hablar, lo siento.	0			
2	A	No, sorry, I haven't met him. What's the problem?	No, lo siento, no le he visto. ¿Ha ocurrido algo?	3			
3	Q	"Zenmo is my husband. He parted to deliver a wine cargo to a nearby customer, but he has been missing for over two weeks now; I fear the worst. "	Zenmo es mi marido. Salió a entregar un cargamento de vino a un cliente cercano, pero hace ya dos semanas que no se nada y me temo lo peor.	4			
4	A	I thought here in Mercia the Legion took such matters very seriously, have you reported the case to them?	"Pensaba que aquí en Mercia la Legion se tomaba esos asuntos muy en serio; has denunciado la desaparición?"	5			
5	Q	"Well... No, I haven't. Actually, my husband made a very poor choice, and decided to sell wine to the bandit clan to the south, in the Zamohr Mountains; the Legion must not know, or they'd hang both of us for it. We did it because we needed the money; now I regret our decision, of course."	Bueno... No. En realidad, mi marido le estaba vendiendo vino al clan de bandidos que hay al sur, en las Montañas Zamohr. Si la Legión se entera, nos ahorca a ambos. Lo hicimos porque necesitábamos el dinero, pero ahora me arrepiento.	6			
6	A	If you deal with robbers and murderers, they will eventually rob and kill you. It's how it works. If I find him, I'll try to bring him back.	"si tratas con ladrones y asesinos, te a caban robando o matando; así funciona. Si en mis viajes le encuentro, le traeré de regreso."	7			
7	Q	Thank you, adventurer. We're not rich, but I'll reward you if you can bring my husband back home.	Gracias aventurero. No somos ricos, pero te daré una recompensa si me devuelves a mi marido.	0		SetVariable#prisoners_dilemma,10	
10,zenmo	Q	Uh... Please take me back to the cell!	Uh...¡Por favor, llévame otra vez a la celda!	0			
