index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	[BLUE](Examines you warily)[] Welcome to this outpost. Be careful, traveller, for this is a dangerous land.	[BLUE](Te examina con precaución)[] Bienvenido a nuestro campamento. Ten cuidado, viajero, esta es una tierra peligrosa.	2	VariableLower#outpost_defense,20		
1	Q	No time to talk, find the leader of the werewolves!	¡No hay tiempo de hablar, busca al líder de los hombres-lobo!	0	VariableEqual#outpost_defense,45		
1	Q	Comrade, I am glad to see you. That was a hell of a fight, wasn't it?	Camarada, me alegro e verte de nuevo. Ha sido una buena pelea.	0	VariableGreater#outpost_defense,45		
1	Q	Hello again, friend.	Hola de nuevo, amigo.	5			
2	A	Who are you?	¿Quién eres?	3			
2	A	Thanks, I'll keep my eyes open.	Gracias, mantendré los ojos abiertos.	0			
2	A	I have been sent by the Warriors' Guild to assist you.	Me han enviado del Gremio de Guerreros para ayudaros.	4	VariableEqual#outpost_defense,10	SetVariable#outpost_defense,20	
3	Q	We're mercenaries from the Warrior's Guild. The Kingdom of Ilmara has hired us to watch over the area.	Somos mercenarios del Gremio de Guerreros. El Reino de Ilmara nos ha contratado para vigilar la zona.	0			
4	Q	[BLUE](She looks a bit disappointed)[] You are the 'reinforcements'? [BLUE](Sighs)[] I apologize for reacting like this, and I look forward to have you joining us in battle, but I expected at least half a dozen men, plus builders to raise a fort.  Otherwise, our future here is grim.	[BLUE](Parece decepcionada)[] ¿Tú eres los 'refuerzos' que esperaba? [BLUE](Suspira)[] Disculpa mi reacción, me alegra que te unas a nosotros, pero esperaba al menos media docena de hombres, y trabajadores para construir un fuerte.  De otro modo nuestro futuro aquí es sombrío.	5			
5	A	Tell me about the monsters you're facing here.	Háblame de los monstruos que hay por aquí.	6	VariableLower#outpost_defense,30		
5	A	Worry not, together we'll defeat any monster daring to attack us. [BLUE](Stay here and watch for a few hours)[]	No te preocupes, juntos derrotaremos a cualquier monstruo que ose atacarnos. [BLUE](Quedarse aquí y esperar unas horas)[]	20			
5	A	I have three silver longswords here. [BLUE](Give them to the soldiers, then join the watch and wait)[]	Tengo tres espadas de plata que pueden ser útiles. [BLUE](Repartirlas entre los soldados, después vigilar y esperar)[]	15	"VariableLower#outpost_defense,40;PlayerHasItems#703,3"	"SetVariable#D12_ssword,1;SetVariable#outpost_defense,30;LoseItems#703,3;NPCDespawn#warrior;NPCSpawn#warrior_silver;"	
5	A	I must go now but I'll return soon.	Debo marcharme pero regresaré pronto.	0			
6	Q	Werewolves! They can resist dozens of blows no matter how hard my soldiers swing. I fear a pack leader is gathering large numbers to attack us. His deep howling wakes us from our sleep, and each night it is reponded by more howls. It's a matter of time before they come.	Hombres-Lobo! Pueden resistir docenas de golpes, no importa lo fuerte que mis soldados les golpéen. Un líder nos despierta siempre con sus aullidos, y cada noche le responden más hombres-lobo. Es cuestión de tiempo, van a atacar.	7			
7	A	Maybe your men are not using silver weapons. I've heard they're vulnerable to them.	Quizá tus hombres no tienen armas de plata. He oido que son las únicas que pueden dañarles.	8			INT#1
7	A	Worry not, together we'll defeat them. [BLUE](Stay here and watch for a few hours)[]	No te preocupes, juntos les derrotaremos. [BLUE](Quedarse aquí y esperar unas horas)[]	20			
7	A	I see. I must go now but I'll return soon.	Ya veo. Debo marcharme pero regresaré pronto.	0			
8	Q	It could be that. My ancestral sword is made of silver, and my blows seemed to have an effect. But we have no silver longswords for my men, unfortunately.	Puede ser eso. Mi espada ancestral está hecha de plata, y mis golpes parecían tener efecto. Pero no tenemos espadas largas de plata, por desgracia.	9			
9	A	I don't think that's important, we'll manage. Let's wait here and watch until the werewolves come.	No creo que sea importante, nos apañaremos. Esperemos aquí hasta que vengan los hombres lobo.	20			
9	A	I could bring 3 silver longswords in no time.	Podría traer 3 espadas largas de plata rápidamente.	10			
10	Q	Maybe that would be a good idea. In Fögas or in Nivarian you could find such blades, maybe even in the Guild. But it must be longswords, it's the weapon my men are skilled at.	Quizá sería buena idea. Puedes encontrarlas en Fögas o en Nivarian, puede que incluso en el Gremio. Pero que sean espadas largas, es el arma que mis hombres mejor manejan.	11		SetVariable#outpost_defense,30	
11	A	They are very expensive, however. Maybe you can spare some gold to purchase them?	Son bastante caras, ¿podrías darme algo de oro para comprarlas?	12		GainGold#2000	PER#2
11	A	I will get three silver longswords for you and return.	Conseguiré las tres espadas largas y volveré.	0			
12	Q	I guess that's a good way to spend the emergency funds, isn't it? You're well known in the guild so I'll trust you. Here's 2,000 gold. 	Supongo que es una buena forma de gastar los fondos de emergencia, ¿no? Tienes fama en el Gremio así que confío en tí, aquí tienes 2,000 monedas.	0			
15	Q	Thanks for your valuable help, now let's hope the myths are true and silver can bite their flesh...	Gracias por tu ayuda. Ahora espero que las leyendas sean ciertas y los filos de plata puedan cortar su carne...	20			
20	Q	[BLUE](Suddenly you are surrounded by an infernal cacophony, the howls and growls of werewolves)[] They are too many, and will keep coming! Find the pack leader, he must be around here, once he falls the rest will flee. Hurry, we won't be able to stand long!	[BLUE](De pronto suenan alrededor muchos aullidos y gruñidos de hombres-lobo)[] ¡Son demasiados, y seguirán viniendo! Encuentra a su lider, debe estar cerca, si acabas con él los demás huirán. ¡Date prisa, no aguantaremos mucho tiempo!	0		"SetVariable#outpost_defense,45;NPCSpawn#attack"	
