index	type	text	text_ES	Go To	conditions	actions	
1	Q	[BLUE](This magical window has no socket. Instead you can touch it to select commands)[]. Welcome to Ark Medical Facility. Please remember to bring the required energy supply for your treatment. 	[BLUE](Esta ventana mágica no tiene ranura, en su lugar puedes tocarla para seleccionar opciones)[]. Bienvenido a las Funciones Médicas del Arca. Recuerda traer la fuente de energía para el tratamiento.	2			
2	A	Healing surge (+250hp, +125mana, 1 ancient battery)	Corriente curativa (+250hp, +125mana, 1 antigua batería)	3			
2	A	Physical Renewal (Equivalent to full sleep, 1 large battery) [RED](It will NOT save the game in this area)[]	Renovación Física (Equivale a sueño completo, 1 batería grande) [RED](NO se puede guardar en este área)[]	4			
2	A	Physical Enhancement (4 large batteries). CAUTION, consult your doctor first!	Enaltecimiento Físico (4 baterías grandes). ALERTA, ¡consulte con su médico primero!	5			
2	A	Interesting, there's an option here that has been disabled... or hidden. I could try to open this console.	Interesante, hay una opción que han bloqueado, o escondido. Si pudiera abrir esta consola... 	20			AWA#5
2	A	I don't trust Muud'ari healthcare...	No me fio de la sanidad de los Muud'ari...	0			
3	Q	As you put the battery in place, a small needle attached to a tube floats out of the machine and injects a fluid into your body. You feel dizzy.	Cuando colocas la batería, una aguja conectada a un tubo flota desde la máquina y te inyecta un líquido. Te encuentras mareado.	0	PlayerHasItem#1022	"LoseItem#1022;GainHP#250;GainMana#125"	
3	Q	Insufficient energy... Please provide the specified power source.	Energía insuficiente... Por favor, suministre la energía necesaria.	0			
4	Q	As you put the battery in place, a small needle attached to a tube floats out of the machine and injects a fluid into your body. You feel dizzy.	Cuando colocas la batería, una aguja conectada a un tubo flota desde la máquina y te inyecta un líquido. Te encuentras mareado.	0	PlayerHasItem#1023	"LoseItem#1023;FullRecovery#"	
4	Q	Insufficient energy... Please provide the specified power source.	Energía insuficiente... Por favor, suministre la energía necesaria.	0			
5	Q	As you put the batteries in place, a dozen small needles connected to tubes float out of the machine and pierce your skin. Strange liquids are pumped inside your body.	Cuando colocas las baterías, una docena de agujas conectadas a tubos flotan desde la máquina y atraviesan tu piel. Extraños líquidos son inyectados en tu cuerpo.	6	PlayerHasItems#1023,4	LoseItems#1023,4	
5	Q	Insufficient energy... Please provide the specified power source.	Energía insuficiente... Por favor, suministre la energía necesaria.	0			
6	Q	Increasing metabolic rate... Optimizing genetic configuration... Process complete.	Incrementando función metabólica... Optimizando configuración genética... Proceso completado!	0	VariableLower#enhance,1	"SetVariable#enhance,1;GainTrait#"	
6	Q	Increasing metabolic rate... Optimizing genetic configuration... Process complete. 	Incrementando función metabólica... Optimizando configuración genética... Proceso completado!	10	VariableEqual#enhance,1	"SetVariable#enhance,2;GainTrait#;LoseHPToxic#500"	
6	Q	Increasing metabolic rate... Optimizing genetic configuration... ERROR, genetic reprogramming critical failure.	Incrementando función metabólica... Optimizando configuración genética... ERROR...reprogramación genética fallida.	10		LoseHPToxic#1000	
10	Q	WARNING: abnormal life constants detected. Remember, more than one Enhancement per decade is likely to cause death to the patient. Ark Medical Facility can not be held responsible if this limit is abused.	ADVERTENCIA: constantes vitales anormales. Recuerde que más de un Enaltecimento por década puede causarle la muerte. Funciones Médicas del Arca no se hace responsable del abuso de esta función.	0			
20	Q	You use the small pointy tool to lift the small panel, and a new button is revealed. It says 'LIFE EXTENSION'.	Usas la pequeña herramienta para quitar la tapa y aparece un botón. Dice 'EXTENSIÓN DE LA VIDA'.	21	PlayerHasItem#2631	LoseItem#2631	
20	Q	Unfortunately you lack the tools required to open the console's panels.	Por desgracia careces de las herramientas necesarias para abrir los paneles de la consola.	0			
21	A	Let's check it out...	Vamos a probarlo...	22			
22	Q	Unfortunately, all you get is a message. 'ERROR: life extension has been disabled in the Ark Medical Services by order of Admiral Lothasan after the discovery of unavoidable side effects after a few decades, in the form of hallucinations and memory loss '. 	Lamentablemente sólo ves un mensaje: 'ERROR: La Extensión de la Vida ha sido desactivada y prohibida en el Arca por el Almirante Lothasan, tras descubrirse los graves (e inevitables) efectos secundarios que producían sobre la mente tras pocas décadas.'	23		"SetVariable#know_lifeextension,1;GainXP#8000"	
23	A	I guess it was too good to be true.	Supongo que era demasiado bueno para ser verdad.	0			
23	A	That Lothasan lacked ambition. I'm sure those effects can be overcome.	A ese Lothasan le faltaba ambición. Seguro que esos efectos se podían superar.	0			
