index	type	text	text_ES	Go To	conditions	actions	
1	Q	Finally we are here but... [BLUE](The young priestess raises an eyebrow, puzzled)[] I don't understand, the Seal is blue, it is not weakened at all! What is going on here?	Por fin estamos aquí pero... [BLUE](La joven clérigo enarca una ceja, extrañada)[] No lo entiendo, el Sello ¡Está azul, no se ha debilitado en absoluto! ¿qué está pasando aquí?	2		"NPCHostile#monk_ambush;NPCHostile#monk_ambush_leader;ItemActivate#barrier"	
2	A	Looks like we came here for no reason at all then. I guess it's good news but let's ask the monks about it.	Parece que hemos venido para nada, en ese caso. Son buenas noticias pero vamos a preguntar a los monjes.	3			
2	A	The monks lied to us, this is a trap! Get ready!	¡Los monjes nos han mentido, es una trampa! ¡Prepárate!	4			PER#3
2	A	[BLUE](Dodge the poisonous darts that were flying to your back)[] Hirge it's a trap! Draw your weapons!	[BLUE](Esquivar los dardos venenosos que volaban a tu espalda)[]¡Hirge, esto es una trampa! ¡Prepara tus armas!	5			AWA#4
3	Q	[BLUE](Two poisoned darts sting your back, and you suddenly feel nauseous.)[]	[BLUE](Un dardo envenenado se clava en mitad de tu espalda y te sientes mareado)[]	10		LoseHPToxic#90	
4	Q	[BLUE](You notice the ambush fast enough to dodge a poisonous )[]	[BLUE](Un dardo envenenado se clava en mitad de tu espalda y te sientes mareado)[]	10		LoseHPToxic#45	
5	Q	[BLUE](You dodge the poisoned darts and ready your weapons)[]	[BLUE](Esquivas los dardos envenenados y preparas tus armas.)[]	10			
10,monk_ambush_leader	Q	"Ha ha ha! Just as I planned, the little fly has fallen into the spiderweb; I knew you'd eventually go to your old mentor, and that you'd never tell your mother about the Seal, but come here and sacrifice yourself. Yes, the Seal is intact and will last for decades... Unless we break it."	"¡Ja ja ja! Tal y como había planeado la pequeña mosca ha caido en la telaraña; sabía que tarde o temprano acudirías a tu maestro y que nunca dirías nada a tu madre del Sello, sino que vendrías aquí a sacrificarte. Cierto, el Sello está intacto y aun durará décadas... A no ser que nosotros lo destruyamos."	11			
11,R	Q	Sacrilegous traitor... You may have fooled me, and even kill me, but you can't unmake what the Gods made!	Traidor blasfemo... Puedes engañarme o incluso matarme, pero ¡nunca podrás deshacer lo que los Dioses han hecho!	12			
12,monk_ambush_leader	Q	"Agreed, we can't. But your divine blood, Your Highness... That's a different matter. Yes, it can renew the Seal; but the Dark Voices that whisper in our dreams have taught us that we can use your blood to unmake the Seal as well. It makes sense, don't you think?"	"Es cierto, nunca podríamos. Pero Alteza, vuestra sangre divina... Es otra cosa. Si, puede renovar el Sello; pero las Oscuras Voces que nos hablan en nuestros sueños nos han enseñado que también puede usarse para destruirlo. Tiene sentido, ¿No crées?"	13			
13	A	Why would anyone release the Shadows of Orogg upon the world? What can you possibly gain? Or are you just another foolish villain?	¿Estás loco? ¿Quién sería tan estúpido como para querer liberar las Sombras de Orogg sobre el mundo? ¿Qué ganarías?	14		"GainXP#500;SetVariable#know_darkwhispers,1"	INT#5
13	A	There is a small oversight in your grand plan: me! Now die, traitor.	Hay un pequeño error de cálculo en tu plan: ¡Yo! Ahora muere, traidor.	0			
14,monk_ambush_leader	Q	"I am a fool? At least I am not a pawn. Open your eyes, everything you know about The Three is a lie. Immortal beings and all-powerful, yes, but weak and selfish just as we are.  The vilest of them schemed to get rid of the others, one by one; for him humanity is a tool... or a toy. [BLUE](Smiles at Hirge mockingly as he says the last word)[]. "	¿Loco yo? Al menos no soy un peón. Abre los ojos, todo lo que sabes acerca de Los Tres son mentiras. Seres inmortales y todopoderosos, si, pero débiles y egoistas como nosotros. El más perverso de todos ellos planeó librarse de los otros, uno por uno, y ahora para él la humanidad es una herramienta... o un juguete [BLUE](Sonríe a Hirge burlonamente al decir la última palabra)[]. 	15			
15,R	Q	Blasphemy! how dare you! [BLUE](Hirge's eyes shine like burning coals as she charges)[]	¡Blasfemo! ¡¿Cómo te atreves?! [BLUE](Hirge ataca, su cara está roja de rabia y sus ojos parecen dos carbones encendidos)[]	0			
