index	type	text	text_ES	Go To	conditions	actions	
1	Q	The display seems to be functional but too dim to make sense of anything.	La pantalla parece activa pero demasiado apagada para entender nada.	2			
2	A	Try to somehow attach an Ancient Battery into the device.	Intentar conectar una Antigua Batería al artefacto de algún modo.	3	PlayerHasItem#1022	LoseItem#1022	
2	A	Too bad.	Que pena.	0			
3	Q	Welcome to Ark Library v.9.1. All the Wisdom ot the Galaxy at your fingertips. Please enter a [GREEN]TOPIC[] to access its related articles.	Bienvenido a la Biblioteca del Arca v. 9.1. Toda la sabiduría del universo al alcance de tus ojos. Por favor, introduzca un [GREEN]NOMBRE[] para acceder a la información.	4			
4	A	Maybe another time.	Quizá en otro momento.	0			
4	A	What's this piece of paper next to the screen... It says [GREEN]ORACLE[]. Let's try that.	Hay un trozo de papel junto a la pantalla, dice [GREEN]ORÁCULO[], probemos eso.	5	"VariableLower#know_oracle,1;VariableLower#ark_lothasan,45"	"SetVariable#know_oracle,1;SetVariable#ark_lothasan,45;GainXP#2500"	AWA#2
4	A	Search [GREEN]DIMENSIONAL PARASITE[]	Buscar [GREEN]PARÁSITO DIMENSIONAL[].	7	"VariableLower#know_ark_horrors,1;VariableGreater#ark_lothasan,49;VariableLower#ark_lothasan,81"		
4	A	Search [GREEN]ROBOTS[]	Buscar [GREEN]ROBOTS[].	12			
4	A	Search [GREEN]EMERGENCY REACTOR[]	Buscar [GREEN]REACTOR DE EMERGENCIA[].	30	VariableEqual#ark_lothasan,85		
5	Q	Oracle System is the Artificial Intelligence in control of the Ark Systems. Its prime directives are obeying the Admiral, protecting the crew, and the Ark itself. Unlike most AI systems, the Oracle has the capability to employ lethal force to pursue its directives.	El Sistema Oráculo es una Inteligencia Artificial que controla los sistemas del Arca. Sus directivas son obedecer al Almirante, proteger la tripulación, y la propia nave. Al contrario que otras IAs, puede usar fuerza letal para cumplir sus directivas.	6			
6	A	I don't understand half of those words but that would explain why this note says 'We must locate and destroy the Oracle at all costs'. He can stop the Forsaken, maybe.	No entiendo la mitad de estas palabras pero eso explicaría por qué la nota dice 'Debemos encontrar y destruir al Oráculo a cualquier precio'. Podría detener a los Olvidados.	20		GainXP#1000	
7	Q	These timeless entities lurk in the darkest corners of Hyperspace, waiting for an opening to reach for the sub-light world where they can feed. Whenever living creatures pass through a Wormhole into Hyperspace, they become aware and rush toward the Hole. Their origin is unknown, and some cultures have named them the Guardians, or Horrors.	Estas entidades atemporales habitan en los rincones más profundos del Hiperespacio, esperando una oportunidad de entrar en el mundo sub-lumínico para alimentarse. Cuando un ser vivo cruza a través de un Agujero de Gusanos, lo detectan y se apresuran hacia el agujero, hambrientas. Su origen es desconocido, y en algunas culturas se les conoce como Guardianes o Horrores.	8			
8	A	More senseless mumbo-jumbo... Let's see if they can be destroyed or stopped.	Más palabrejas sin sentido. Veamos si hay una forma de destruirlos.	9			
9	Q	Engaging a Parasite with conventional weapons is discouraged. Strong energy weapons can harm them, but they grow larger and more powerful as they devour the 'Time' dimension around them, eventually imploding and returning to Hyperspace after a few years. The recommended tactic is evacuating the infested world until they disappear.	No se recomienda el combate con armamento convencional. Las armas de energía pueden dañarles, pero se vuelven más grandes y fuertes al devorar el Tiempo dimensional a su alrededor. Eventualmente implosionan y retornan al Hiperespacio al cabo de un año, por lo que la mejor táctica es evacuar el planeta y esperar.	10		"SetVariable#know_ark_horrors,1;GainXP#2500"	
10	A	Fantastic. I hope it doesn't come to that. Let's search for other things.	Fantástico, espero que no lleguemos a eso. Busquemos otra cosa.	20			
10	A	I suspect many of the Forsaken don't believe the Horrors are real. Maybe I could show them this information.	Sospecho que muchos de los Olvidados no saben que los Horrores son reales. Quizá pueda enseñarles esta información.	11			INT#2
11	Q	You fiddle with the controls until somehow a strange tablet is expelled from the machine. It has a screen that displays the information about the Horrors you just read. A voice message startles you. 'Remember the fine for not returning library units is 10 cents per day. Please think of other users'.	Por favor, disculpa mi escepticismo. La gente no renuncia tan facilmente a metas de toda una vida, y reaccionarán violentamente incluso si se lo demuestras. Pero nada se pierde por intentarlo. Toma este terminal de datos.	20		GainItem#2630	
12	Q	The Ark comes equipped with robotic forces capable of defending the crew and the ship from any non-advanced civilization. These entities are rebuilt by nanomachines in case of destruction.	El Arca ha sido equipada con fuerzas robóticas capaces de defender a la tripulación y la nave de civilizaciones poco avanzadas. Se reconstruyen automáticamente en caso de ser destruidos.	13			
13	A	Don't you tell me... Now let's see if there's a better way to deal with them.	No me digas. A ver si dice algo de cómo vencerles...	14			
14	Q	They're designed to fend-off low technology enemies, so they're not isolated against energy shocks. They're particularly vulnerable to EMP weapons (Electro Magnetic Pulse).	Están diseñados para defenderse de atacantes primitivos, pero no han sido aislados contra energía ni descargas eléctricas. Son vulnerables a las armas PEM (Pulso Electro-Magnético).	15			
15	A	I hope I can get one of those.	Espero encontrar una de esas.	20			
20	Q	Would you like to enter a new search?	¿Quieres realizar otra búsqueda?	4			
30	Q	In case of critical loss of power in the ship, all personnel is authorized to descend to the Reactor Level and ignite the yellow Emergency Reactor. This reactor is insufficient for powering the Ark engines, but it guarantees the Escape Pods will be fully functional. There is a special password for such emergency access to the Reactor: 'SCOTTY'.	En caso de pérdida crítica de energía, todo el personal de la nave está autorizado a descender al Nivel del Reactor y activar el Reactor de Emergencia (amarillo). No es capaz de propulsar la nave, pero sí de lanzar las Cápsulas de Escape. Para situaciones de emergencia, se activará una contraseña especial de acceso al reactor: 'SCOTTY'.	31		SetVariable#password_reactor,1	
31	A	I wonder who was this Scotty.	Me pregunto quién sería ese Scotty.	20			
