index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	Greetings again, adventurer. We have enough work as it is, so we won't be taking any more special comissions.	Saludos de nuevo, aventurero. Estamos bastante ocupados, así que ya no vamos a hacer más trabajos especiales.	0	VariableGreater#like_father,10		
1	Q	[BLUE] (The brawny man nods as you approach)[] Ain't you the adventurer that scared away the goblins? It's not like I missed this job, but I guess I should thank you.	[BLUE] (El hombre forzudo asiente cuando te acercas)[] ¿Acaso sois los héroes que han echado a los goblins? No es que echase de menos este trabajo, pero supongo que... Gracias.	2			
2	A	You're welcome. Goodbye.	De nada. Hasta pronto.	0			
2	A	What can you tell me about the collapsed stairway?	¿Qué puedes decirme de las escaleras derrumbadas?	10	VariableLower#like_father,20		
4	A	I am sure whatever curse lies beneath us will be eased if we find the remains of that priest. And it may become worse if we do nothing.	Estoy seguro de que cualquier maldición bajo nuestros pies se aliviará si recuperamos los restos del clérigo. Y si no lo hacemos, será peor.	5			PER#3
4	A	They know it's the right thing to do, and I can help you persuade them. [BLUE](Pay 300 gold)[]	Saben que es lo correcto, y además puedo ayudarte a persuadirles. [BLUE](Pagar 300 de oro)[]	6	playerhasGold#300	loseGold#300	
4	A	Alright, I might return later.	De acuerdo, quizá vuelva más tarde.	0			
5	Q	We will remove all those rocks for you, just make sure nothing dangerous crawls out... [BLUE](The foreman blows a whistle and orders the miners to remove the rubble. They organize quickly and carefully begin to remove the rocks and place wooden beams when neccessary)[]	"Quitaremos esas rocas, pero asegúrate de que no salga nada peligroso de esa escalera. [BLUE](El capataz usa un silbato e indica a los hombres que trabajen; inmediatamente empiezan a retirar rocas y colocar vigas de madera cuando es necesario)[]"	6			
6	Q	There you go. Let's hope all the legends about the mine being haunted are just that, legends. Good luck with your explorations!	Ya está. Esperemos que las historias sobre la mina encantada sean solo eso, historias. ¡Buena suerte con la exploración!	0		SetVariable#like_father,30	
10	Q	"Oh, you mean the 'haunted galleries'. Our grandfathers used to work down there, far before the goblins came. The lower tunnels were dangerous, as some miners went missing and never returned; the Town Hall often hired adventurers, but it never made a difference. About fifty years ago rocks collapsed and blocked the stairs down, and it has remained like that since then."	"Oh, te refieres a las 'galerías encantadas'. Nuestros abuelos solían trabajar allí, mucho antes de que llegaran los goblins. Los túneles inferiores eran peligrosos, ya que algunos mineros desaparecían sin dejar rastro; el Ayuntamiento contrataba a menudo a aventureros, pero el problema continuó. Hace unos cincuenta años, las rocas se derrumbaron y bloquearon las escaleras, y ha permanecido así desde entonces."	11			
11	A	Why wasn't it reopened?	¿Por qué no se reabrió?	12			
12	Q	Many people wanted to rescue the men that were trapped inside. However the fear of the undead and the spirits prevailed in the end, and the access remained closed forever. In the end it didn't matter much, since only a few years later the Goblins arrived, and the mine was lost.	Mucha gente quería rescatar a los hombres que estaban atrapados. Sin embargo, el miedo a los no muertos y los espíritus prevalecieron al final, y el acceso permaneció cerrado. Al final no importó mucho, ya que solo unos años después llegaron los Goblins y la mina se perdió.	13			
13	A	Can't you open it up for me?	¿No podríais abrir el acceso para mí?	14			
14	Q	It's a lot of work and who knows what can be lurking in those tunnels. Why in the name of the Three do you want to go down there?	Es mucho trabajo y quién sabe qué podría acechar allí abajo. En el nombre de Los Trés, ¿Para qué quieres bajar?	15			
15	A	I am an adventurer, I go to places like that!	¡Soy aventurero, voy a sitios así!	16			
15	A	I am trying to find the remains of a pious man, an adventurer called Thalassos that many years ago perished in a mine fighting monsters. Maybe this is the place I'm looking for.	Trato de encontrar los restos de un hombre de Fé llamado Thalassos, un aventurero que murió en cierta mina combatiendo con monstruos. Este podría ser el lugar.	17	VariableGreater#like_father,0		
16	Q	I am afraid we are too busy to fancy your curiosity. Go explore some dragon lair instead!	Me temo que estamos demasiado ocupados para satisfacer tu curiosidad. ¡Vete a buscar una guarida de dragones, y déjanos tranquilos!	0			
17	Q	A priest? Then your mission is worthy. [BLUE](He mumbles a quick prayer)[]And you are the hero that liberated this mine, after all. However I don't think the men here will have the time for such an effort... Not to mention we all feel a bit uneasy near that stairway. Sometimes we can hear noises below ground.	¿Un clérigo? Entonces tu motivo es justo[BLUE](Murmura una oración)[]. Y eres el héroe que liberó la mina. Pero no sé si los hombres tendrán suficiente tiempo o energías como para un trabajo así... Por no mencionar de que todos sentimos nervios cerca de esa escalera. En ocasiones oimos ruidos bajo el suelo.	4			
