index	type	text	text_ES	Go To	conditions	actions	
1	Q	The surface of the black liquid is still, no evil emanates from it.	La superficie del líquido negro está inmóvil, no percibes ningún mal en él.	0	VariableGreater#path_deer,80		
1	Q	The black water is boiling and suddenly a large bubble bursts, splashing on you a noxious substance. You think you need to eliminate all the creatures nearby before you can do anything here.	El agua negra está hirviendo y de repente estalla una gran burbuja que salpica sobre ti una sustancia nociva. Crees que necesitas eliminar todas las criaturas cercanas antes de poder hacer algo.	0	Hostiles#	LoseHPDeath#90	
1	Q	The black waters raises and lowers unnaturaly, as if it was a living creature. You are being hurt by just approaching the Pool and breathing the fumes coming out of it.	Las aguas negras se alzan y se hunden de forma antinatural, como si fuera una criatura viva. Sólo acercarte y respirar las emanaciones comienca a causarte daño.	2		LoseHPDeath#30	
2	A	Submerge Forest Lament into the dark waters.	Sumergir Lamento del Bosque en las aguas oscuras.	3	PlayerHasItem#621		
2	A	Drink some of the water.	Beber algo de agua.	5			
2	A	This thing is dangerous...	Esta cosa es peligrosa...	0			
2	A	Carefully put some of the liquid on a vial... Maybe it can be used as poison.	Cuidadosamente guardar algo del líquido en un vial... Quizá pueda usarlo como veneno.	10	PlayerIsClass#rogue		INT#3
3	Q	As the blade sinks, all the shadows in the vicinity begin to tremble and shrink. The waters become calm, and the darkness is consumed, absorbed by the blade. Whatever evil power this Pool had, it is forever cleansed.	A medida que la hoja se hunde, todas las sombras cercanas comienzan a temblar y encogerse. Las aguas se calman y la oscuridad se consume, absorbida por la espada. Cualquiera que sea el poder perverso de este estanque, se ha purificado para siempre.	4		SetVariable#path_deer,90	
4	A	Mission accomplished. Laughing Deer should know about this.	Misión cumplida. Debo decírselo a Ciervo Sonriente.	0			
5	Q	"As the black water fills you, you suddenly realize everything around you is a mere illusion, a trick. You need to flee, to escape! Your mind begins to dissolve; this is just the beginning of a nightmare, one from which you'll never wake up."	"A medida que el agua negra te llena, de repente te das cuenta de que todo lo que eres es una mera ilusión, un truco. ¡Tienes que huir, escapar! Tu mente comienza a disolverse; esto es solo el comienzo de una pesadilla, una de la nunca despertarás."	0		"LoseHP#5000;LoseHP#5000;LoseHP#5000;LoseHP#5000"	
10	Q	You manage to save some of it, burning your fingers in the proccess.	Consigues guardar un poco, quemándote los dedos en el proceso.	11	VariableLower#C12_poison,4	"LoseHPDeath#120;IncVariable#C12_poison,1;GainItem#5017"	
10	Q	The liquid seems to come alive and refuses to enter the vial, splashing your hand in the proccess.	El líquido parece cobrar vida y rehusa meterse en el vial, salpicando tu mano en el proceso.	0		LoseHPDeath#120	
11	A	Not bad, coating a blade with this will make a difference.	No está mal. Untar un cuchillo con esto debería notarse.	0			
