index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	[BLUE](On the stage, a girl with golden skin is reciting. Her voice is alluring, musical, sorrowful)[] Why oh why did you depart on that cold morning? What did you need to prove to the world? Once more my eyes pierce the horizon, hoping for your banner to return...	[BLUE]Sobre el escenario, una chica de piel dorada está recitando. Su voz es sobrecogedora, a la vez musical y melancólica)[] Por qué, oh, por qué amado mio, te marchaste en aquella fría mañana? ¿Que querías demostrar al mundo? Mis ojos cansados y soñadores aun buscan en el horizonte el regreso de tu estandarte...	2			
2,public1	Q	[BLUE](Something must be wrong with the play. The crowd is restless, muttering)[] Where is Sir Rudolph?!	[BLUE](Algo debe andar mal en la representación, porque el público se mueve, nervioso y murmurando)[] Dónde está Sir Rudolph?!	3			
3,cordelia	Q	[BLUE](You realize the main actor must be missing, and she's improvising, gaining time. She raises a fist, and her colorful voice silences the muttering)[] How much everyone suffers for your absence... Maybe I should leave our castle and find you... 	[BLUE](Te das cuenta de que falta el actor principal, y ella está improvisando para ganar tiempo. Alza un puño, y su magnífica voz hace callar los murmullos)[] Todos sufrimos por tu ausencia... Quizá debería abandonar el castillo e ir a buscarte!	4			
4,polonius	Q	This is enough! You can't play Sir Rudolph and the Manticore without the protagonist! Stop this charade!	¡Ya basta! ¡No se puede representar Sir Rudolph y la Mantícore sin el protagonista! Que se acabe la farsa...	5			
5,public2	Q	We came to see the great Laertes! I want my money back!	¡Hemos venido a ver al gran Laertes! ¡Devolvedme mi dinero!	6			
6,cordelia	Q	[BLUE](After so much improvising, the girl is now out of ideas and panicking. She glances upon you, and to your surprise, waves at you and speaks)[] I see someone approaching my castle, who is it? [BLUE](The whole audience turns to look at you)[]	[BLUE](Después de tanto improvisar, la chica ya no tiene más ideas y está desesperada. Entonces te ve, y para tu sorpresa te saluda y habla)[] Veo a alguien llegando a mi castillo, ¿Quién sois? [BLUE](Todo el público te mira con curiosidad)[]	7			
7	A	I am Sir Tankas, a comrade at arms of Sir Rudolph! don't you recognize me, princess?	¡Soy Sir Tankas, un compañero de batalla de Sir Rudolph! ¿No me reconoces, princesa?	10		SetVariable#world_stage,20	
7	A	I am Sir Rudolph, I have finally returned.	Soy Sir Rudolph, finalmente he regresado.	50		SetVariable#world_stage,20	
7	A	I am the Pineapple Man!	¡Soy el Hombre Piña!	40		SetVariable#world_stage,20	
7	A	I am not part of the play, just a bypasser. Leave me alone!	No soy parte de la obra, sólo un viajero. ¡Déjame en paz!	55		SetVariable#world_stage,15	
10,cordelia	Q	[BLUE](She looks at you, and nods approvingly)[] Ah yes, the loyal warrior, and my dear friend as well. I am so glad to meet you. What tidings do you bring me?	[BLUE](Te mira y asiente)[] ¡Ah el leal guerrero y mi gran amigo! Me alegro tánto de verte. ¿Qué noticias me tráes?	11			
11	A	Sir Rudolph is dead. The Manticore devoured him.	Sir Rudolph ha muerto. La Mantícore le ha devorado.	35			
11	A	Sir Rudolph sends me to tell you of our exciting adventures, dear princess.	Sir Rudolph me envía a relatarte nuestras emocionantes aventuras, querida princesa.	12			
12	Q	Wonderful! Please noble warrior, tell us of your most exciting adventure.	¡Maravilloso! Por favor, noble guerrero, cuéntanos vuestra más emocionante aventura.	13			
13	A	Deep into the mountains, beyond a pit of flames... [BLUE](Speak about the red dragon)[]	En lo profundo de las montañas, tras un foso de llamas... [BLUE](Contar la lucha con el dragón rojo)[]	25	NPCIsDead#faazvolfrul		
13	A	I recall the frozen forests of North Sagar, and an icy cave... [BLUE](Speak about the white dragon)[]	Recuerdo los bosques helados de Sagar Norte, y allí en una cueva... [BLUE](Contar la lucha con el dragón blanco)[]	25	NPCIsDead#urcrymdrax		
13	A	In the deadly trollfens, deep into the terrifying caves... [BLUE](Speak about the troll king)[]	En los Pantanos Troll se encuentra una cueva, y en ella... [BLUE](Hablar del rey troll)[]	25	NPCIsDead#king_gurguth		
13	A	Past the mysterious sands of the Inori, lies a forgotten tomb... [BLUE](Speak about the lich)[]	En los Pantanos Troll se encuentra una cueva, y en ella... [BLUE](Hablar del rey troll)[]	25	NPCIsDead#lich_G7		
13	A	The orcs had been terrorizing the lands... [BLUE](Speak about the fort assault)[]	Los orcos aterrorizaban a todos... [BLUE](Hablar del asalto al fuerte)[]	25	VariableEqual#fort_assault,100		
13	A	Spiders were plaguing the hills, and ancient evil lied behind... [BLUE](Speak about Lady Xidar)[]	Las arañas plagaban las colinas, y detrás se escondía el mal... [BLUE](Hablar de la Dama Xidar)[]	25	VariableEqual#web_terror,100		
13	A	Indeed I will, m'lady. [BLUE](Tell about some of your adventures)[]	Eso haré, alteza. [BLUE](contar alguna de tus aventuras)[]	20			
