index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	Don't worry, that viper in the sewers will receive her payment tonight.	No te preocupes, esa víbora en las alcantarillas recibirá su pago hoy.	0	VariableEqual#smugglers_night,40		
1	Q	What do we have here. Having a walk in the desert? [BLUE](These rough-looking men seem to be tense, and ready their weapons)[]	¿Qué tenemos aquí... Dándo un paseo por el desierto? [BLUE](Estos hombres de aspecto duro parecen estar en tensión, y sus manos se acercan a sus armas)[]	2	"VariableGreater#smugglers_night,10;VariableLower#smugglers_night,30"		
1	Q	Go away, leave us alone.	Márchate.	4			
2	A	Yeah. What about you, star-gazing, right?	Exacto. Y vosotros, ¿mirando las estrellas, no?	3			
2	A	No. I am your death. You are the smugglers that crossed the Seventh House. You'll now learn what happens when you forget who rules this city.	No. Soy tu muerte. Sois los contrabandistas que están desafiando a la Séptima Casa. Ahora veréis qué ocurre a quien olvida quién controla esta ciudad.	20		SetVariable#smugglers_night,30	
2	A	Um... Sorry, I probably took a wrong turn at that dune. Goodbye.	Um... Lo siento, creo que giré en la dirección incorrecta al llegar a la duna. Adiós.	0			
3	Q	Indeed. It is a pretty night for that. Now why don't you keep walking, before you step on a rock and hurt yourself? Good night.	Efectivamente. Es una noche preciosa para eso. ¿Por qué no sigues caminando, antes de que te tropieces con una roca y te lastimes? Buenas noches.	4			
4	A	Good idea. Goodbye.	Buena idea. Adiós.	0			
4	A	I am afraid both my walk and your star-gazing have come to an end. Certain friends of mine are worried about a guy called Rodo. He might have forgotten his duties to the Seventh House.	Me temo que mi paseo y vuestras estrellas se han acabado. Me envían a buscar a un tal Rodo, que sin duda se ha olvidado de sus obligaciones con la Séptima Casa.	5		SetVariable#smugglers_night,30	
5	Q	[BLUE](He carefully gauges you before replying)[] I see. It might have been my bad memory... or maybe I like to keep my own earnings and not give them away. 	[BLUE](Te examina cuidadosamente antes de responder)[] Ya veo. Puede haber sido mi mala memoria... o quizá me gusta quedarme con mis ganancias y no repartirlas.	6			
6	A	I am sure it was your memory. No one would simply decide not to pay, and die over a few coins. It is not reasonable.	Estoy seguro de que ha sido tu memoria. Nadie decidiría simplemente no pagar, y morir por unas pocas monedas. No es razonable.	10			
6	A	So you simply decided not to pay. Time to die.	Así que no quieres pagar. Pues hora de morir.	20			
6	A	Rodo, Rodo... I understand you. But you are so wrong. The House controls everything. It is true that you will give up on your profits, but then you can stop worrying about the guard, or about clients not paying you. Stop thinking small. 	"Rodo, Rodo... Te comprendo. Pero estás muy equivocado. Es verdad que perderás algo de dinero, pero la Casa lo controla todo; ya no tendrás que preocuparte de la guardia, o de que alguien no te pague. Deja de pensar en pequeño."	7			PER#2
7	Q	[BLUE](He listens carefully, then finally nods)[] That... Makes a lot of sense. Very well, agreed. I'll send Kardagis a payment right now. 	[BLUE](Te escucha atentamente, y al final asiente)[] Eso... Tiene sentido. Muy bien, de acuerdo. Enviaré a Kardagis el pago ahora mismo.	8			
8	A	That's a good decision.	Esa es la decisión correcta.	0		"SetVariable#smugglers_night,40;GainXP#400"	
8	A	That's a good decision. Especially since I will forget about all your previous due payments, from months of smuggling.	Esa es la decisión correcta. Especialmente porque me voy a olvidar de todos tus pagos pendientes, después de meses de contrabando.	9			INT#2
9	Q	Ain't you a smooth one... Very well, Kardagis will have her payment, and you please accept this. Now begone.	Eres muy espabilado, ya veo. Muy bien, Kardagis tendrá su pago, y tú acepta ésto.	0		"SetVariable#smugglers_night,40;GainXP#500;GainGold#500"	
10	Q	Is that a threat?	¿Es eso una amenaza?	11			
11	A	Yes. Agree to pay or else...	Sí. Acepta pagar, o de lo contrario...	20			
11	A	No, I am just talking, I am not here to execute you. I better leave.	No sólo estoy hablando. Esto no es una ejecución. Mejor me voy.	30			
11	A	It is, but it is also an opportunity. The House controls everything. It is true that you will give up on your profits, but then you can stop worrying about the guard, or about clients not paying you. Stop thinking small. 	"Lo es. Pero también es una oportunidad. Es verdad que perderás algo de dinero, pero la Casa lo controla todo; ya no tendrás que preocuparte de la guardia, o de que alguien no te pague. Deja de pensar en pequeño."	7			PER#2
20	Q	Wait wait! I surrender. We will pay you. You win! [BLUE](the man offers you to sit besides him, and hands you cup of tea, smiling)[] My men will prepare the payment, let's sit, drink and talk business in the meantime. I might have a good proposal for you.	¡Espera espera!. Nos rendimos. Tú ganas, pagaremos. [BLUE](el hombre te ofrece sentarte junto a él, y un cuenco con té)[] Mis hombres van a preparar el pago, mientras tanto, sentémonos, bebamos y hablemos. Quizá tenga algo interesante que ofrecerte.	21			
21	A	Too late for talking, Rodo. [BLUE](Attack)[]	Demasiado tarde para hablar, Rodo. [BLUE](Atacar)[]	32			
21	A	Very well, let's hear that proposal. [BLUE](Sit and drink with him)[]	Muy bien, escuchemos esa propuesta. [BLUE](Sentarse con él y beber)[]	31			
21	A	[BLUE](You notice how he dropped a small powder on your cup. Pretend you will drink it, but then throw it in his face and attack)[] Traitor, bastard! Die!	[BLUE](Te das cuenta de que ha echado un polvo en tu taza. Fingir que vas a beberlo, pero echárselo en la cara y atacar)[] ¡Traidor, Bastardo! ¡Muere!	0		"SetVariable#smugglers_night,45;NPCHostile#smugglers"	AWA#2
30	Q	You think I will let you simply go away, after you found us? [BLUE](You feel the sting of a poison dart, burning on your back)[]	¿Piensas que voy a dejar que te marches, después de habernos encontrado? [BLUE](Sientes un dardo envenenado en tu espalda, que arde de dolor)[]	0		"SetVariable#smugglers_night,45;LoseHPToxic#70;NPCHostile#smugglers"	
31	Q	[BLUE](As soon as you sip the tea, it burns your insides, and you feel sick. Poison. Immediately, Rodo and his men jump at you)[]	[BLUE](En cuanto pruebas el te, te quema por dentro y te sientes enfermo. Veneno. Inmediatamente Rodo y sus hombres saltan sobre tí.)[]	0		"SetVariable#smugglers_night,45;LoseHPToxic#100;NPCHostile#smugglers"	
32	Q	You think it will be so easy, don't you... [BLUE](You feel the sting of a poison dart, burning on your back)[]	Piensas que va a serte muy fácil, verdad... [BLUE](Sientes un dardo envenenado en tu espalda, que arde de dolor)[]	0		"SetVariable#smugglers_night,45;LoseHPToxic#70;NPCHostile#smugglers"	
