index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	I see you are trained... But are you well trained?	Veo que has entrenado... Pero has entrenado bien?	2			
2	A	What do you mean?	¿Qué quieres decir?	3			
3	Q	Sometimes, the things you have learned prove to be useless, and you need to reconsider all of your training in life. But forgetting will cost you a lot of gold... In exchange of the possibility of learning new things. Interested?	A veces, las cosas que has aprendido demuestran no ser útiles, y es mejor entrenar desde cero. Pero olvidar te costará mucho oro...  A cambio de la posibilidad de aprender cosas nuevas. ¿Te interesa?	4			
4	A	I might be interested in un-training some of my skills or traits. Tell me more.	Me puede interesar re-entrenar algunas de mis habilidades o atributos, cuéntame más. 	5			
4	A	I might be interested, for my companion. Tell me more.	Me puede interesar, para mi compañero. Cuéntame más.	10			
4	A	Not interested, thanks.	No me interesa, gracias.	0			
5	Q	Very well. Now comes the difficult part... Blank your mind entirely!  Oh wait, I see it's already rather empty. This will take no time at all. [BLUE]( Pay {RESET_COST} gold to reset your skills points, traits, or forget your advanced skills. This will cost more each time you do it.)[]	Muy bien, ahora biene la parte difícil, poner tu mente completamente en blanco... Espera... Veo que ya está bastante vacía. Va a ser rápido. [BLUE](Paga {RESET_COST} y resetea tus puntos de atributos o de habilidades, u olvida las habilidades avanzadas que conoces. Cada vez que lo hagas, costará más.)[]	6			
6	A	I want to reset my skill points.	Quiero resetear mis habilidades.	0	PlayerHasGold#{RESET_COST}	"LoseGold#{RESET_COST};ResetPlayerSkills#"	
6	A	I want to reset my traits. 	Quiero resetear mis atributos.	0	PlayerHasGold#{RESET_COST}	"LoseGold#{RESET_COST};ResetPlayerTraits#"	
6	A	I want to forget the Advanced Skills I learned.	Quiero olvidar las habilidades avanzadas que aprendí.	0	PlayerHasGold#{RESET_COST}	"LoseGold#{RESET_COST};ForgetPlayerAdvancedSkills#"	
6	A	Nevermind...	Déjalo...	0			
10	Q	I see... Well, that won't be easy, throwing aside years of training like that. But it can be done. [BLUE]( Pay {RESET_COMPANION_COST} to fully reset your companion traits, skills, and forget learned advanced skills. This will cost more each time you do it.)[]	No es sencillo olvidar tántos años de entrenamiento, pero puede hacerse. [BLUE](Pagar {RESET_COMPANION_COST} monedas para resetear completamente todos los puntos de atributos y habilidad de tu compañero, y que olvide sus habilidades avanzadas. Cada vez que lo hagas, costará más dinero.)[]	11			
11	A	Very well, do it.	Muy bien, hazlo.	0	"PlayerHasGold#{RESET_COMPANION_COST};HasCompanion#"	"LoseGold#{RESET_COMPANION_COST};ResetCompanion#"	
11	A	Not interested, thanks.	No me interesa, gracias.	0			
