index	type	text	text_ES	Go To	conditions	actions	
1	Q	My mission is done, now it's all in your hands. Either the Past will devour the Present, or a new Future will be born.	Mi misión ha terminado. Ahora todo está en tus manos. O bien el Pasado devorará el Presente, o bien nacerá un nuevo Futuro.	0	VariableGreater#ark_lothasan,15		
1	Q	I found it! Yes, what we saw in the Eye matches some ancient maps. The wrecked Ark of Lothasan must be in the Ashen Cape. It is the southernmost point of Varannar, past the Ashen Wastes. Not an easy place to reach, much less to survive.	"¡Lo encontré! Sí, lo que vimos en el Ojo coincide con los antiguos mapas. El naufragio del Arca de Lothasan debe hallarse en el Cabo de Cenizas. Es el punto más al sur de Varannar, pasados los Páramos de Ceniza; no es fácil llegar allí, y mucho menos sobrevivir."	5	VariableEqual#ark_lothasan,15	SetVariable#ark_lothasan,20	
1	Q	What are you still doing here? You should be finding your way to the Ashen Cape.	¿Qué haces aquí? Deberías estar buscando el camino al Cano de Cenizas.	2	VariableEqual#ark_lothasan,20		
1	Q	Ah, it is you. I am still trying to locate that valley I saw on the Eye of Tol. Keep preparing yourself, I'll send you a message when I find the place.	Ah, eres tú. Todavía estoy intentando localizar ese valle que ví en el Ojo de Tol. Prepárate bien, te enviaré un mensaje cuando lo encuentre.	2			
2	A	Good. I'll keep getting stronger, and I'll return when I get your message.	De acuerdo. Seguiré haciéndome más fuerte, y regresaré cuando reciba tu carta.	0			
2	A	I want to ask you about something.	Te quiero preguntar algo.	20			
2	A	What can you tell me about the Ashen Cape and how to get there?	¿Qué puedes decirme acerca del Cabo de Cenizas y cómo llegar allí?	40	"VariableEqual#ark_lothasan,20;VariableLower#know_wayark,1"		
5	A	What can you tell me about the Ashen Cape and how to get there?	¿Qué puedes decirme acerca del Cabo de Cenizas y cómo llegar allí?	40			
20	Q	I am busy, please be quick. What do you want to know?	Estoy ocupado, por favor se breve. ¿Qué quieres saber?	21			
21	A	You mentioned the 'Ark of Lothasan'. I never heard that name before.	Has mencionado el Arca de Lothasan. No había escuchado nunca ese nombre.	24	VariableLower#TMP_tremadan_ark,1	SetVariable#TMP_tremadan_ark,1	
21	A	Why the Forsaken won't just stay here? Haven't they lived peacefully here for centuries?	¿Por qué los Olvidados no quieren quedarse? ¿No han vivido pacíficamente durante muchos siglos?	26	VariableLower#know_forsakenleave,1		
21	A	Nothing, sorry for the interruption.	Nada, perdona por interrumpir.	0			
23	A	Let me ask you something else.	Deja que te pregunte otra cosa.	20			
24	Q	The most ancient myth of the Muud'ari. Lothasan was a wise ruler who built an enchanted ship, largest than any Imperial Galley you can imagine. It could not only sail the seas, but also travel between worlds, and that is how Muud'ari arrived. However the vessel crashed and they were forced to remain here.	El más antiguo mito de los Muud'ari. Lothasan era un sabio gobernante que construyó un barco mágico, más grande que el mayor galeón imperial. No sólo surcaba los oceanos, sino que podía viajar a otros mundos. Pero al llegar aquí naufragó, y los Muud'ari no puedieron regresar.	23			
26	Q	Generations of Muud'ari lived and died among humans as equals, even mixing with them in some cases. Some kept practicing their ancient customs and rites, but many others even forgot their lineage or chose not to tell their children.  All this changed 200 years ago.	Generaciones de Muud'ari han nacido y muerto entre humanos, con normalidad, incluso emparejándose con ellos. Algunos seguían practicando las antiguas costumbres y ritos, pero muchos otros las habían abandonado. Pero todo cambió hace 200 años.	27			
27	A	What happened?	¿Qué ocurrió?	28			
27	A	Nevermind, I'm not in the mood for a long story now.	Déjalo, ahora no estoy de humor para historias largas.	0			
28	Q	"Ancient lore from the Days of the Arrival was found. And it revealed that Muud'ari were immortal creatures when they lived in their world, Noutamet. They would never age nor become sick; they'd even heal from most wounds.  But here, they were mere mortals."	Se descubrieron antiguos secretos de los Días de la Llegada, y revelaban que los Muud'ari eran seres inmortales en su mundo Noutamet. No envejecían ni enfermaban, y se curaban de la mayoría de heridas. Pero en este mundo, eran simples mortales.	29			
29	A	Wow. Do you think that 'ancient lore' was accurate?	Wow. ¿Crées que ese 'antiguo secreto' era verdad?	30			
30	Q	I believe it, yes, but maybe it's not the whole story. However the idea of immortality is the ultimate seduction. They obsessed over returning to their homeworld,  and they despised this 'World of Decay' which now became the source of all their sorrows. And they now saw humans as inferiors.	"Creo que es cierto pero sólo parte de la verdad. En cualquier caso, nada es más seductor que la inmortalidad. La idea de retornar se volvió lo primero, y comenzaron a despreciar este  ""Mundo Muerto"", culpándolo de todos sus males. Y comenzaron a ver a los humanos como inferiores."	31			
31	A	I begin seeing the picture now. What happened next?	Empiezo a entender de qué va esto. ¿Qué ocurrió después?	32			
32	Q	They called themselves the Forsaken now, and put all their resources to work toward one goal: returning to Noutamet. Keep in mind these people were dukes, court wizards, high priests... Decade after decade they worked, until a century ago. A young Muud'ari wizard found the way.	Ahora se llamaban a sí mismos Olvidados, y pusieron todos sus recursos en marcha para conseguir una meta: retornar a Noutamet. Muchos eran gente poderosa: duques, altos magos, sumos sacerdotes... Trabajaron década tras década, hasta hace un siglo. Un jóven mago Muud'ari encontró la respuesta.	33			
33	A	Let me guess, the Deep Gates.	Déjame adivinarlo: las Puertas Profundas.	34			
34	Q	Indeed. An immensely costly ritual that can open a tear on the fabric of reality itself, allowing travel between worlds and dimensions. The rest of what happened, along with the Empire and millions of lives lost, is history.	Por supuesto. Un ritual inmensamente costoso capaz de abrir una grieta en el tejido de la realidad misma, abriendo un portal entre dimensiones y mundos. El resto, junto con el Imperio y millones de vidas, ya es historia.	35		"GainXP#3000;SetVariable#know_forsakenleave,1"	
35	A	I see. These guys are really going to do it. I must stop them.	Ya veo. Esta gente realmente va a hacerlo. Debo detenerles.	36			
35	A	I can't help but wonder, if in their place I'd also do the same.	No puedo evitar preguntarme si, en su lugar, no haría lo mismo.	37			
36	Q	Well said. Now let me work, so I might find the location fo the last Deep Gate.	Bien dicho. Ahora déjame trabajar, para que pueda encontrar la ubicación de la última Puerta Profunda.	0			
37	Q	[BLUE](He looks at you intently, as caresses his beard)[] Well, you are not on their place, actually you are in their way. Now let me work and go away.	[BLUE](Te mira pensativo mientras acaricia su barba)[] Bueno, no estás en su lugar. De hecho, estás en su camino. Ahora márchate y déjame trabajar.	0			
40	Q	There is some very powerful magical distortion at work there, which over the centuries has turned the place into an unhinabitable hell. All attempts to explore it failed, and the information we have is scarce and contradictory. Some tales mention ghostly lights that scorch flesh and boil blood.	Hay algún tipo de distorsión mágica allí, que a lo largo de siglos ha convertido el lugar en un infierno inhabitable. Todos los intentos de explorar el lugar han fracasado, y los relatos son escasos y contradictorios. Se habla de luces malignas que queman la carne y hierven la sangre.	41			
41	Q	And even getting there can prove to be a challenge. The seas are fierce, which would explain why it's the the Ark's wrecking place. There are no recorded land routes, and teleportation is out of the question. Maybe you can find a way through the mountains, it's the only possibility.	E incluso llegar allí es un desafío. Los mares son fieros, lo que explicaría por qué el Arca naufragó allí. No se conocen caminos por tierra, y la teleportación no funcionaría. Quizá puedas encontrar un camino por las montañas, es la única posibilidad.	42			
42	A	The way you put it, we've pretty much failed. Sounds like a place that can't be reached, or even survived.	Por lo que dices, parece que hemos fracasado. Parece una misión imposible.	43			
