index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	Welcome to our halls of wisdom, traveller. My name is Gebadi, I am an instructor in the Mystical Arts.	Bienvenido a nuestras salas del conocimiento. Mi nombre es Gebadi, mi tarea es instruir en las artes místicas.	4			
4	A	I might have some of the ancient necromany tomes your Library is seeking.	Puede que tenga alguno de los tomos de nigromancia que busca tu Biblioteca.	10	"VariableGreater#secrets_dead,0;VariableLower#secrets_dead,100"		
4	A	What can I learn here?	¿Qué puedes enseñarme?	7			
4	A	I am an adventurer, and always looking for work. Is there anything I can help with?	Soy un aventurero, y siempre buscando trabajos nuevos. ¿Hay algo en lo que pueda ayudar?	30			
4	A	I'm busy right now, see you around.	Ahora mismo estoy ocupado, ya nos veremos.	0			
7	Q	I can only train those that have proved enough friendhip to our order, I am afraid. [BLUE](You need a reputation of 15 with the Loreseekers)[]	Sólo puedo entrenar a aquellos que han demostrado suficiente amistad a nuestra orden. [BLUE](Necesitas una reputación de 15 con los Buscadores de Secretos)[]	0	VariableLower#REP_loreseekers,15		
7	Q	"You can receive [BLUE]Magical Training[] and use magical items that require mana even if you are no mage or cleric; or you can improve your resistance to dark magic with [BLUE]Death Ward[]."	"Podemos ofrecerte [BLUE]Entrenamiento Mágico[] para usar objetos que requiren mana incluso si no eres clérigo o mago; o puedes mejorar tu resistencia a la magia oscura gracias a [BLUE]Barrera contra Muerte[]."	8			
8	A	Tell me more about Magical Training.	Dime más acerca de Entrenamiento Mágico.	0		TrainSkill#magical_training	
8	A	Tell me more about Death Ward.	Dime más acerca de Barrera contra Muerte.	0		TrainSkill#death_ward	
8	A	I will think about all this.	Pensaré en ello.	0			
10	Q	Astounding. Please show me what you have, my friend.	Fenomenal, amigo mio. Muéstrame qué me has traido.	11			
11	A	Take this one: 'Tolassian Embalming Codex'. It says mummies have trouble making friends... Too wrapped up in themselves.	Toma este: 'Manual de Momificación Tolassian'. Cuenta que las momias son pesimistas, ponen la venda antes de la herida.	12	PlayerHasItem#2521	"LoseItem#2521;GainXP#400;GainGold#250;DecVariable#REP_goldenhand,1;IncVariable#REP_loreseekers,3;IncVariable#secrets_dead,1"	
11	A	Take this one: 'On Imperial Necromancy'. It talks about grave matters, no doubt.	Toma este: 'Nigromancia Imperial'. Gran libro de autoayuda, ningún esqueleto se ha suicidado tras leerlo.	12	PlayerHasItem#2602	"LoseItem#2602;GainXP#400;GainGold#250;DecVariable#REP_goldenhand,1;IncVariable#REP_loreseekers,3;IncVariable#secrets_dead,1"	
11	A	Take this one: 'Of Ghosts and Spectres'. A lovely story, you can see through the characters.	Toma este: 'De Fantasmas y Espectros'. Bella historia de amor, con personajes muy transparentes.	12	PlayerHasItem#2608	"LoseItem#2608;GainXP#400;GainGold#250;DecVariable#REP_goldenhand,1;IncVariable#REP_loreseekers,3;IncVariable#secrets_dead,1"	
11	A	Take this one: 'Vampire: the Myth'. But I warn you, the main character sucks.	Toma este: 'Vampiros: El Mito'. Pero te advierto que a los personajes les falta vida.	12	PlayerHasItem#2609	"LoseItem#2609;GainXP#400;GainGold#250;DecVariable#REP_goldenhand,1;IncVariable#REP_loreseekers,3;IncVariable#secrets_dead,1"	
11	A	Nothing yet, but I keep looking.	Aun no, pero sigo buscando.	0			
12	Q	It is good that you brought it to me instead of those shady Golden Hand traders. Here is your reward.	Has hecho lo correcto al traérmelos a mí en lugar de esos extraños comerciantes de la Mano Dorada. Toma tu recompensa.	0			
30	Q	"As a matter of fact... we're very interested in acquiring the four unique tomes dealing with necromancy, lost nowadays; if you ever run into them, come to me. But beware, for the shady traders of the Golden Hand in Freetown seem to be after them as well. Make sure they don't fall in their hands."	"Pues en realidad... Estamos muy interesados en conseguir cuatro tomos sobre nigromancia, perdidos hoy día; si alguna vez los encuentras, tráemelos. Pero atención, esos extraños mercaderes de la Mano Dorada, en Freetown, también los buscan. Asegúrate de que no caen en sus manos."	0	VariableLower#secrets_dead,1	SetVariable#secrets_dead,96	
30	Q	"As a matter of fact... we're very interested in acquiring the four unique tomes dealing with necromancy, lost nowadays; if you ever run into them, come to me. But beware, for the shady traders of the Golden Hand in Freetown seem to be after them as well. Make sure they don't fall in their hands."	"Pues en realidad... Estamos muy interesados en conseguir cuatro tomos sobre nigromancia, perdidos hoy día; si alguna vez los encuentras, tráemelos. Pero atención, esos extraños mercaderes de la Mano Dorada, en Freetown, también los buscan. Asegúrate de que no caen en sus manos."	0	VariableLower#secrets_dead,100		
30	Q	I can't think of anything, at least for now.	No se me ocurre nada, al menos por ahora.	0			
