index	type	text	text_ES	Go To	conditions	actions	
1	Q	Greetings, Impiri. You have earned your welcome in our lands.	Saludos, Impiri. Te has ganado la bienvenida a nuestra tierra.	0	VariableGreater#last_legion,90		
1	Q	I have been informed of your victory over the enemy leader. Well done, he was a worthy foe and I am certain he'll meet his ancestors with pride and honor. Please accept this token of friendship and gratitude.	Me han informado de tu combate con el líder enemigo. Bien hecho, era un enemigo digno y estoy seguro de que se encontrará con sus antepasados con orgullo y honor. Por favor acepta esto como muestra de amistad y gratitud.	0	VariableEqual#last_legion,90	"SetVariable#last_legion,100;GainItem#263;IncVariable#REP_varannari,10;GainXP#1500"	
1	Q	Will the Impiri pay their due tribute to the victors? 	¿Pagarán los Impiri su tributo a los vencedores?	50	VariableEqual#last_legion,40		
1	Q	"[BLUE](You stand before an imposing Varannari woman, taller than any other warrior around. She moves with the grace of a sabercat.)[] Greetings, honored guest. It has been a long time since an Impiri was allowed into the Elder Forest; as the daughter of Chief Laughing Deer, I welcome you into our lands."	"[BLUE](Estás ante una imponente mujer Varannari, más alta que cualquier guerrero de los alrededores. Se mueve con la gracia de un tigre)[] Saludos, invitado de honor. Ha pasado mucho tiempo desde que a un Impiri se le permitió entrar en el Bosque Anciano; como la hija del Jefe Ciervo Sonriente, te doy la bienvenida a nuestras tierras."	2	VariableLower#last_legion,40		
1	Q	I am busy, Impiri. Maybe we can speak later.	Estoy ocupada, Impiri. Quizá podamos hablar más tarde.	0			
2	A	I bet the slavers would pay me a fine price if I could drag you to the Freetown Arena. 	Apuesto a que me pagarían un buen precio por tí si pudiera arrastrarte hasta Arena de Freetown.	100			
2	A	I am honored to meet you, but I must leave.	Es un honor, pero debo irme.	0			
2	A	Greetings. I know you are the war leader of your people, and I wish to speak to you about the Mercian soldiers in the woodlands south of here.	Saludos. Sé que eres la líder de guerra de tu pueblo y deseo hablarte sobre los soldados mercios en los bosques al sur de aquí.	3	VariableGreater#last_legion,0		
3	Q	[BLUE](She narrows her eyes studying you)[] My scouts mentioned that you had visited our enemies. I have to ask, then, whose side are you on? Are you a friend of the Free People, or are you with the Mercian invaders?	[BLUE](Te mira intensamente)[] Mis exploradores mencionaron que habías visitado a nuestros enemigos. Te pregunto entonces, ¿de qué lado estás? ¿Eres amigo de la Gente Libre o estás con los invasores mercios?	4			
4	A	Without a doubt, I am on your side and I wish to help you destroy the invaders.	Sin duda, estoy de tu lado y deseo ayudarte a destruir a los invasores.	5			
4	A	I am not your enemy, but I am here on behalf of the soldiers. They have been left behind by their Commander, and this is not their fight anymore. All they want is to leave your land in peace.	No soy tu enemigo, pero estoy aquí para interceder por esos soldados. Su Comandante los ha dejado atrás, y esta ya no es su lucha. Sólo quieren marcharse en paz.	20			
4	A	The mercians are broken, and no longer a threat to you. Maybe there can be a compromise and you can let them stay, they could be very beneficial to you.	Los Mercios ya no son una amenaza para tu gente. Tal vez pueda haber un compromiso y puedas dejar que se queden, podrían ser beneficiosos para vosotros.	30	VariableEqual#last_legion,15		INT#3
4	A	The mercians are civilized men, as am I, and you will not stop them. Stay away from them or face the consequences, I am warning you.	Los mercios son hombres civilizados, como yo, y no los detendrás. Déjales en paz o atente a las consecuencias, estás avisada.	100			
