index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	Hey, it is good to meet civilized people in this hellhole. My name is Jarbad, an adventurer from Freetown.	Hola, es bueno ver a gente civilizada en este agujero. Mi nombre es Jarbad, aventurero de Freetown.	2	VariableLower#human_resources,10		
1	Q	Hello again, friend.	Hola, amigo.	30			
2	A	Greetings to you as well, I'm glad to see friendly faces from the north. What brings you to this place?	Saludos. Estoy de acuerdo, es bueno ver caras amigas del norte. ¿Qué os trae a esta zona?	3			
2	A	Excuse me but I'm in a hurry.	Lo siento pero tengo prisa.	0			
3	Q	Just your typical bounty-hunting job, but poorly done I'm afraid. We tracked down some criminals for weeks until we caught them here. But the bastards resisted our attack and killed some of my men. We keep them cornered, but we don't have the strength to assault them. Maybe you could help?	Trabajo típico de cazarrecompensas, pero hemos metido la pata. Rastreamos a unos criminales durante semanas hasta aquí, pero los muy bastardos repelieron nuestro ataque y mataron a varios de los mios. Les tenemos acorralados, pero no estamos seguros de poder con ellos. ¿Quieres ayudarnos?	4		SetVariable#human_resources,10	
4	A	Who are they? What crime did they commit?	¿Quiénes son? ¿Qué delito han cometido?	8	VariableLower#TMP_jarbad_who,1	SetVariable#TMP_jarbad_who,1	
4	A	I'm not sure about this. I have to go now, maybe I'll return later.	No estoy seguro de esto. Ahora me tengo que marchar, quizá regrese luego.	0	"VariableEqual#TMP_jarbad_pay,1;VariableEqual#TMP_jarbad_who,1"		
4	A	What's in it for me?	¿Por qué debería ayudaros?	5	VariableLower#TMP_jarbad_pay,1	SetVariable#TMP_jarbad_pay,1	
4	A	We have a deal. 	Trato hecho. 	20	VariableEqual#TMP_jarbad_pay,1	SetVariable#human_resources,15	
4	A	I can smell something fishy here. Tell me the truth and stop wasting my time.	Esto me huele raro. Decidme la verdad y no me hagáis perder más el tiempo.	10	"VariableEqual#TMP_jarbad_pay,1;VariableEqual#TMP_jarbad_who,1"		INT#4
4	A	I don't think you're being honest with me.	Creo que no me estás diciendo toda la verdad.	10	"VariableEqual#TMP_jarbad_pay,1;VariableEqual#TMP_jarbad_who,1"		PER#4
5	Q	We'd pay you [BLUE]1.500 gold[] for your trouble. Plus you can keep any goodies in their camp. I feel generous today.	Te pagaríamos [BLUE]1.500 monedas[] por las molestias. Y puedes quedarte todo lo que tengan en su campamento. Hoy me siento generoso.	6			
6	A	That's... Pretty good pay, actually.	Eso es... Bastante buena paga, la verdad.	7			
7	Q	I know! So, interested?	¡Desde luego! Entonces... ¿hay trato?	4			
