progress	description	description_ES	actions
0	Coyote Hunt	Cacería de coyotes	
10	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa.	
11	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down one.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado uno.	
12	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down two.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado dos.	
13	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down three.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado tres.	
14	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down four.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado cuatro.	
15	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down five.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado cinco.	
16	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down six.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado seis.	
17	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down seven.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado siete.	
18	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down eight.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado ocho.	
19	The guard captain in Rhöneis has asked me to kill ten coyotes to obtain a reward. I already hunted down nine.	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado nueve.	
20	The guard captain in Rhöneis has asked me to kill ten coyote. I already killed ten so I can report back to her	El capitán de la guardia en Rhöneis me ha pedido que mate diez coyotes para obtener una recompensa. Ya he cazado los diez, así que puedo hablar con ella.	
100	I hunted down ten wild coyotes in Rhöneis and the Captain rewarded me.	Cacé diez coyotes y el Capitán en Rhöneis me recompensó.	
