index	type	text	text_ES	Go To	conditions	actions	
1	Q	Freedom, traveller. Welcome to the Oasis. I have to warn you, don't wander south of town, for we're suffering a Mirmek infestation. I am very concerned about our slaves' safety.	Libertad, viajero. Bienvenido al Oasis. Debo advertirte, es peligroso ir al sur de la ciudad, ya que sufrimos una plaga de Mirmeks. Me preocupa mucho la seguridad de nuestros esclavos.	2	VariableLower#sand_vermin,1		
1	Q	We are free of those horrible creatures. I can hardly believe it. Here is your reward.	Nos has librado de esas terribles criaturas, no puedo creerlo. Aquí está tu recompensa.	0	"VariableEqual#sand_vermin,10;VariableEqual#nest1,3;VariableEqual#nest2,3;VariableEqual#nest3,3"	"GainItem#3013;GainXP#650;IncVariable#REP_mercia,2;IncVariable#REP_town_sydarun,5;SetVariable#sand_vermin,100"	
1	Q	There's still disgusting vermin all around... Keep finding the source of those Mirmek.	Aun siguen estando ahí esos asquerosos Mirmek. Sigue buscando su orígen.	14	VariableEqual#sand_vermin,10		
1	Q	Freedom, traveller. Welcome to the Oasis.	Libertad, viajero. Bienvenido al Oasis.	0	VariableEqual#sand_vermin,100		
2	A	Thanks for the warning. Maybe I can help?	Gracias por el aviso. Quizá os pueda ayudar.	3			
2	A	I will be careful, thanks.	Tendré cuidado, gracias.	0			
2	A	Concerned about slaves? I thought mercians didn't care about them.	¿Preocupado? Pensaba que a los mercios no os preocupaba lo que les ocurra a los esclavos.	4	VariableLower#asked_syd_slaves,1		
3	Q	Many adventurers have tried to push them back, but they keep breeding, and we suspect they've nested into the mountain caves, somewhere. As a reward for getting rid of them, I can offer you a valuable [BLUE]magical ring[].	Muchos aventureros han intentado acabar con ellos, pero vuelven a aparecer. Creemos que han formado un nido en las cuevas. Como recompensa, por acabar con ellos, te ofrezco un valioso [BLUE]anillo mágico[]	12			
4	Q	Why would you think that? Of course I care for them and I want them to be treated fairly. They're part of our Kingdom.	¿Por qué piensas eso? Claro que me preocupa que se les trate con justicia. Son parte del Reino.	5			
5	A	[BLUE](Smile with irony)[]Then why don't you set them all free? That's what they would want.	[BLUE](Sonreir con ironía)[]Entonces, ¿Por qué no les dejas libres? Eso es lo que ellos querrían.	6			
5	A	Sure, not really my business. So, tell me about that Mirmek problem.	Vale, la verdad, no es asunto mio. Háblame de ese problema con los Mirmek.	3			
6	Q	[BLUE](the man chuckles)[] What they want, or what I want, is meaningless. Soldiers may not want go to war, peasants may not want to plow the fields. They're now part of the greatness of Mercia. We all do our duty, so the kingdom may be strong.	[BLUE](el hombre rie)[] Lo que ellos quieren, o lo que yo quiero, no importa. Los soldados quizá no quieran luchar, los campesinos quizá no quieran sembrar. Pero son parte del reino. Todos cumplimos con nuestro deber, por la grandeza de Mercia.	7			
7	A	I disagree. I think slavery is always a mistake. 	No estoy de acuerdo. Creo que la esclavitud es siempre un error.	9			
7	A	I see your point. Duty. It makes sense, some people is not smart enough to be free.	Entiendo lo que dices. El deber. Alguna gente es demasiado tonta como para ser libre.	8			
7	A	Humm... Sure. Well, I have to go.	Humm... Ya. Bueno, me tengo que ir.	0			
7	A	But what about Varsilia? A mighty kingdom, yet they don't need slaves.	¿Que hay de Varsilia? Un reino poderoso, pero no les hacen falta esclavos.	11	VariableLower#asked_syd_slaves,1	"SetVariable#asked_syd_slaves,1;GainXP#80"	INT#2
8	Q	That's the size of it, really. It's better for everyone.	A eso me refiero.	10			
9	Q	Well, you're a foreigner. What do you know. Just respect the law and believe what you want.	Bueno, eres extranjero, qué vas a saber. Respeta la ley y piensa lo que quieras.	10			
10	A	So, about those Mirmek...	Entonces, acerca de esos Mirmek...	3			
10	A	I must go now	Ahora tengo que marcharme	0			
11	Q	[BLUE](The man looks at you confused and shifts his weight uncomfortably)[] Um... Well... I don't really know... Let's talk about something else.	[BLUE](El hombre te mira confundido y parece incómodo)[] Bueno... Eso... Yo no sé... Hablemos de otra cosa.	10			
12	A	It's not the first time I deal with Mirmek nests. Very well, I'll do what I can.	No es la primera vez que acabo con nidos Mirmek. Muy bien, haré lo que pueda.	0		"SetVariable#sand_vermin,10;SetVariable#nest1,0;SetVariable#nest2,0;SetVariable#nest3,0"	
12	A	I can't do it right now.	Ahora no puedo hacerlo.	0			
12	A	Can you offer me any advice about fighting them?	¿Puedes darme algún consejo para acabar con ellos?	13			
13	Q	Well, they're rather vulnerable to poison, from what my men tell me.	Bueno, son bastante vulnerables al veneno, por lo que dicen mis hombres.	12			
14	A	Yes, I'll take care of it soon.	Si, me encargaré de eso pronto.	0			
14	A	Can you offer me any advice about fighting them?	¿Puedes darme algún consejo para acabar con ellos?	15			
15	Q	Well, they're rather vulnerable to poison, from what my men tell me.	Bueno, son bastante vulnerables al veneno, por lo que dicen mis hombres.	0			
