index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	Greetings, Impiri.	Saludos, Impiri.	0	VariableGreater#human_resources,100		
1	Q	You have courage, and honor. The wind whispers in my ear, Impiri, and it tells me our paths will meet again.	Tienes coraje y honor. El viento susurra en my oido, Impiri, y me dice que nuestros caminos volverán a unirse.	0	VariableEqual#human_resources,80	"SetVariable#human_resources,120;GainXP#600;IncVariable#REP_varannari,8"	
1	Q	No more talking!	No hay nada que hablar.	0	"VariableGreater#human_resources,20;VariableLower#human_resources,80"		
1	Q	I warned you, Impiri. Now you'll know the might of the Bear Clan.	Te avisé, Impiri. Ahora comprobarás la fuerza del Clan del Oso.	10	VariableGreater#TMP_pissed_steel,2		
1	Q	You again? Don't test my patience. Begone.	¿Tú, de nuevo? No pongas a prueba mi paciencia. Márchate.	10	VariableGreater#TMP_pissed_steel,1		
1	Q	The Impiri come at us again, brothers. Once more their frail bones will shine under the sun, once more the sand will drink their blood.	Los Impiri vienen de nuevo, hermanos. Una vez más haremos que sus frágiles huesos brillen al sol y las arenas beban su sangre. 	2		IncVariable#TMP_pissed_steel,1	
2	A	I'm not here to talk to you. I'm here to kill you. [BLUE](Attack)[]	No he venido a hablar contigo. He venido a matarte. [BLUE](Atacar)[]	10	VariableGreater#human_resources,10		
2	A	[BLUE](Lie)[] Fear not, for I'm here to help you. [BLUE](Prepare a surprise blow)[]	[BLUE](Mentir)[] No temas, vengo a ayudaros. [BLUE](Preparar un ataque sorpresa)[]	20	VariableGreater#human_resources,10		
2	A	Let's all calm down and talk for a moment. I come in peace. [BLUE](Raise your hands)[]	Vamos a tranquilizarnos y hablar un momento. Vengo en son de paz. [BLUE](Levantar las manos)[]	3	VariableGreater#human_resources,10		
2	A	Alright, don't be angry. I'm leaving!	Vale, no te enfades ¡me largo!	0		Travel#H7,1	
3	Q	Impiri uses sweet talk, but Impiri is a known enemy of the Free People. Now you die for pretending to fool us!	Impiri usa palabras amables pero Impiri es un enemigo en el pasado. Ahora ¡Impiri muere por intentar engañarnos!	10	VariableLower#REP_varannari,-9		
3	Q	You want us to surrender and live as slaves, but we choose to die free. Nothing to talk. Now walk away or you'll be the first to die.	Quieres que nos rindamos y vivamos como esclavos. Nosotros elegimos morir libres. Ahora corre, o serás el primero en morir.	4			
4	A	Slaves? What are you talking about?	¿Esclavos? ¿De qué hablas?	5			
4	A	Very well, I respect your choice. Now die.	Muy bien, respeto tu decisión, ahora muere.	10			
5	Q	Don't be a lying Impiri. You have come with the slavers. You want to put us in chains as if we are beasts.	No seas Impiri mentiroso. Has venido con esclavistas. Quieres encadenarnos como a bestias.	6		SetVariable#human_resources,40	
6	A	The mercians claim you are robbers, wanted by the law.	Los mercios aseguran que sois ladrones, buscados por la ley.	7			
6	A	No one calls me a liar and lives. [BLUE](Attack)[]	Nadie me llama mentiroso y vive para contarlo. [BLUE](Atacar)[]	10			
7	Q	The Bear Clan is honorable, we avoid Impiri and their belongings. It's Impiri the ones stealing lands and blood. Leave us alone.	El Clan del Oso es honorable, evitamos a los Impiri y sus cosas. Son los Impiri quienes roban nuestra tierra y nuestra sangre. Déjanos y vete.	8			
8	A	I'll go away for now.	Me marcho de momento.	0		Travel#H7,1	
10	Q	Bear Clan Charge!!!	Clan del Oso, ¡¡¡Atacad!!!	0		"SetVariable#human_resources,50;NPCHostile#varannari;NPCHostile#steel_thunder;DecVariable#REP_varannari,10"	
20	Q	Impiri uses sweet talk, but Impiri is a known enemy of the Free People. Now you die for pretending to fool us!	Impiri usa palabras amables pero Impiri es un enemigo en el pasado. Ahora ¡Impiri muere por intentar engañarnos!	10	VariableLower#REP_varannari,-9		
20	Q	What do you want? Speak, Impiri.	¿Qué quieres? Habla, Impiri.	21			
21	A	[BLUE](Try to strike a treacherous blow)[] Die, savage!	[BLUE](Intentar lanzar un ataque a traición)[] ¡Muere, salvaje!	22			
21	A	[BLUE](Bow down to her, and when she does the same strike her in the head)[] Die, savage!	[BLUE](Hacer una reverencia, y cuando ella haga lo mismo, lanzar un golpe a traición)[] ¡Muere, salvaje!	23			PER#3
22	Q	[BLUE](Effortlessly dodges your attack)[] Honorless dog, you think you can fool me that easily?	[BLUE](Esquiva tu ataque sin apenas esfuerzo)[] Perro sin honor, ¿pensabas engañarme así?	10			
23	Q	[BLUE](You take her by surprise and hurt her badly)[] Uggghh!	[BLUE](La pillas por sorpresa y la hieres gravemente)[] Uggghh!	10		HurtNPC#steel_thunder,70	
