index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	By Arbenos' scabbard, isn't it my friend and comrade. Welcome to the guildhouse.	¡Por la vaina de la espada de Arbenos, pero si es mi amigo y camarada! Bienvenido al gremio.	2			
2	A	Hello sergeant. What are you doing here in Freetown?	Hola Sargento. ¿que haces aquí en Freetown?	10			
2	A	Thanks, let's have a drink another time, I am busy now.	Gracias, bebamos algo otro día, ahora estoy ocupado.	0			
3	Q	"You probably know by now that the 9th Legion has gone rogue and thousands of deserters are now pillaging and worse. The guildmaster is discussing a big contract with the King, so we take care of securing the roads; there might be a lot of work to be done real soon."	"Probablemente ya sabes que la novena legión se ha rebelado y hay miles de desertores saqueando y robando. El maestro del gremio está negociando un contrato con el Rey para que aseguremos las carreteras; puede haber mucho trabajo que hacer, muy pronto."	4			
4	A	Do you know why such a thing happened?	¿Sabes por qué ocurrió algo así?	5			
4	A	Good to see you're in good shape. Let's have a drink another time.	Es bueno ver que sigues en forma. Otro día bebemos algo juntos.	0			
4	A	Can I become a member of the Warrior's Guild?	¿Puedo convertirme en miembro del Gremio de Guerreros?	6	VariableLower#guild_warriors,1		
5	Q	Rumors say their commander was about to be arrested for treason, together with many of his officers. After so many years of hard fighting deep into the Elder Forest, the men sided with their commander.	Dicen los rumores que su comandante iba a ser arrestado por traición, junto con la mayoría de sus oficiales. Tras años de duro combate en lo más profundo del Bosque Anciano, los hombres permanecieron leales a su comandante.	0			
6	Q	I'm sure you can, unless you joined another guild first. But our brothers at New Garand do the recruiting, so you'll need to go there.	Seguro que puedes, suponiendo que no hayas entrado en otro gremio. Se recluta nuevos miembros en New Garand, así que tendrás que ir allí.	0			
10	Q	I'm recovering from a mission in Nilomar's Cape. I've fought there often, yet I had never before seen that cave. Looks like the bears have been busy digging around. Now we're all here waiting up, the calm before the storm.	"Me recupero de una misión en el Cabo Nilomar; había luchado allí muchas veces, pero nunca antes había visto cuevas. Parece que esos osos han estado escarbando. Ahora estamos todos a la espera, la calma antes de la tempestad."	11			
11	A	What storm?	¿Qué tempestad?	3			
