index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	[BLUE](The Magister has cast some kind of low range teleportation spell and is now standing besides the Deep Gate. Also, the barrier is now gone)[] Sorry, what were you saying, Lady Calenda?	[BLUE](El Maestro ha lanzado un conjuro de teleportación de corto alcance y ahora está junto a la Puerta Profunda. Además, la barrera ha desaparecido)[] Perdona Lady Calenda, ¿Decías algo?	2		SetVariable#ark_lothasan,77	
2,calenda	Q	You... You won't dare! You would become an oathbreaker! You said I would be the guardian of the Gate!	Tú... ¡No te atreverás! ¡Romperías el juramento! ¡Dijiste que yo guardaría la Puerta!	3			
3,magister2	Q	Isn't it interesting how people's perspectives may change in an instant? After I cross the Gate I wonder how many of you idiots will suddenly realize that being an oathbreaker is much better than facing the Horrors. I would have hoped this to go easier with a favorable vote, but this works too.	¿No es curioso cómo las opiniones pueden cambiar en un instante? Una vez cruze la puerta me pregunto cuántos de los idiotas presentes se darán cuenta de que es mejor romper un juramento que enfrentarse a los Horrores. Hubiera preferido un voto favorable, pero esto también me sirve.	4			
4	A	You damn weasel... You had planned this from the beginning!	Maldita alimaña... ¡habías preparado esto desde el principio!	5			
5	Q	"[BLUE](He ignores you and speaks to the crowd)[] Do not fret over this for too long; the first Horror will be here in less than a minute after I walk in. They grow stronger and stronger each second, and more will keep coming every few minutes. I'll wait for you at the other side."	[BLUE](Te ignora y habla a la muchedumbre)[] No os entretengáis mucho, el primer Horror estará aquí en un minuto. Se vuelven más fuertes cada segundo que pasa, y seguirán llegando a través de la Puerta. Os esperaré al otro lado.	6			
6,calenda	Q	When... If we cross, you can be sure we'll make you pay for this crime. The Forsaken had voted!	Cuando... Si cruzamos, puedes estar seguro de que pagarás por este crimen. ¡Los Olvidados habían votado!	7			
7,magister2	Q	Old woman, the time for votes and debates has passed. The Forsaken need a strong leader capable of taking action. Me. And those that cross the Gate will understand. [BLUE](And without a further word, he steps into the Gate and disappears)[]	Vieja, la hora de los debates y los votos ha pasado. Los Olvidados necesitan un líder fuerte, que tome decisiones. Yo. Y los que crucen la Puerta y me sigan, lo entenderán. [BLUE](Sin decir una palabra más, entra en la Puerta y desaparece)[]	8			
8,calenda	Q	[BLUE](The crowd begins to scream and run towards the gate. One by one they begin to disappear through it. The tall and proud noblewoman Lady Calenda now looks old and fragile)[] How could I be so stupid? But I will pay for my mistake. I will remain here, as was voted, and will fight the Horrors.	"[BLUE](La muchedumbre entra en pánico y corre hacia la Puerta. Uno a uno desaparecen tras ella. La alta y noble Lady Calenda ahora parece una frágil anciana)[] He sido una estúpida. Pero pagaré por mi error; me quedaré, tal y como se votó, y lucharé contra los Horrores."	9		"NPCDespawn#forsaken;NPCDespawn#forsaken_1;NPCDespawn#magister2"	
9	Q	But I warn you, adventurer, I know of no way to close the Deep Gate. Even if we managed to stop the first Horror, we're doomed as others will keep coming.	Pero te advierto, aventurero, que no puedo cerrar la Puerta Profunda. Incluso si detenemos al primer Horror, estamos condenados porque otros vendrán.	11	NPCIsDead#valeran		
9,valeran	Q	"I will of course stay as well as the only honorable choice. I've been torn between two loyalties for a long time; now both of them require me to stay here and fight, and I'll do so gladly."	Por supuesto yo también me quedaré, es la única opción honorable. Durante mucho tiempo he estado dividido entre dos lealtades, ahora ambas me exigen que me quede aquí a pelear. Lo haré gustoso.	10			
10,calenda	Q	Be warned, adventurer, that I know of no way to close the Deep Gate. Even if we managed to stop the first Horror, we're doomed as others will keep coming.	Pero te lo advierto, aventurero. No puedo cerrar la Puerta Profunda. Incluso si detenemos al primer Horror, estamos condenados porque otros vendrán.	11			
11	A	Don't worry about that, I have a plan! We can get rid of the Gate. All I need is enough time to operate the Main computer. Let's just hope that the Horrors give us a minute...	¡No es problema, tengo un plan! Podemos librarnos de la puerta usando el Computador Principal, sólo necesito un minuto y espero que los Horrores no lleguen antes...	12			
12	Q	Of course, just as you say those words, a horrible shriek begins to come out of the Gate.	Por supuesto, en cuanto dices esas palabras, un horrible sonido comienza a surgir de la Puerta.	13		NPCSpawn#horror	
13	A	I didn't expect it to be any other way...	La verdad, no me esperaba otra cosa...	0			
