index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	Are we there yet? Are we there yet?	¿Hemos llegado? ¿Hemos llegado?	5	VariableEqual#seed_of_trust,10		
1	Q	Thanks for bringing me here, I'd have never survived by myself. But... This place is much smaller than I expected! I am going to lose money. I can only pay you [BLUE]100 gold[]. I don't have more money, sorry.	Muchas gracias por traerme hasta aquí sano y salvo, yo solo no lo habría conseguido. Pero la verdad, este sitio es muy pequeño... voy a hacer muy mal negocio. Me temo que sólo puedo ofrecerte [BLUE]100 monedas[], no tengo más.	7	VariableEqual#seed_of_trust,20	"NPCStopFollowing#;SetVariable#seed_of_trust,100"	
1	Q	This place is cold, and damp. And dangerous. I wonder why I came here. 	Este lugar es tan frío, y húmedo. Y peligroso. Me pregunto por qué vine aquí.	0	VariableGreater#seed_of_trust,99		
1	Q	Greetings, my name is Rodney. I am a seed trader, and currently I am looking for a bodyguard to escort me on a trip. I can offer [BLUE]250 gold coins[]. It is an easy job!	Saludos, mi nombre es Rodney.  Soy comerciante de semillas, y estoy buscando un guardaespaldas que me proteja durante un viaje. Ofrezco [BLUE]250 monedas de oro[]. Es un trabajo fácil.	2	VariableLower#seed_of_trust,10		
2	A	That's a lot of money, I am interested. But before I accept, tell me what is the destination, I bet it is a very distant town.	Es mucho dinero, parece interesante. Pero antes de aceptar, dime dónde tendría que llevarte. Apuesto a que es una ciudad lejana.	3			
2	A	Not right now, thanks. I'm busy.	Ahora no, gracias. Estoy ocupado.	0			
3	Q	It's actually very close to Lannegar Valley. But it's not a town. It's a settlement, which maybe will become a town one day. The old road to the mine continues west to the settlement. We can be there in a very short time. Deal?	Está bastante cerca del Valle de Lannegar, en realidad. Pero no se trata de una ciudad, sino de un campamento que algún día puede que se convierta en un pueblo. El camino que va a la vieja mina, hacia el oeste, llega justo hasta allí. ¿Hay trato?	4	PlayerIsLevel#2		
3	Q	Hmmm... I am sorry, don't get offended but you look too inexperienced to actually protect me. [BLUE](You need to be at least level 2 for this quest)[]	Hmm... Lo siento, y no te ofendas pero me pareces demasiado novato como para este trabajo. [BLUE](Necesitas ser de nivel 2 o más para esta misión)[]	0			
4	A	Agreed. I'll make sure you get there safely. Follow me.	De acuerdo. Te llevaré allí sano y salvo. Sígueme.	0		"NPCFollow#;SetVariable#seed_of_trust,10"	
4	A	Not right now, thanks. I'm busy. Maybe I'll return later.	Ahora no, gracias. Estoy ocupado. Quizá regrese luego.	0			
5	A	I think it's rather obvious that no, we're not there yet.	Creo que es bastante evidente que no, ¿no crées?	0			
5	A	Please move a little, you are in the way.	Por favor, muévete un poco, me bloqueas el paso.	6			
6	Q	Of course.	Por supuesto	0		NPCMoveRandom#	
7	A	This is you idea of a joke, right? You promised 250, and I want my 250 gold coins.	Es una broma, ¿verdad? Me prometiste 250, y quiero mis 250 monedas.	8			
7	A	Listen, let's make a deal. Pay me 150 coins and I'll be satisfied.	Mira, hagamos un trato. Págame 150 y asunto resuelto.	10			
7	A	Very well, I was just trying to help anyways, so 100 gold coins is fine.	Muy bien. Sólo lo hacía por ayudar, así que no me preocupa. 100 monedas está bien.	11			
7	A	Hey... What's that bulge on your belt? A hidden money pouch? You are taking me for stupid, and I don't like that.	Hey... ¿Qué es ese bulto en tu cinturón? Tienes oro escondido. Me tomas por idiota, y eso no me gusta.	14			AWA#1
8	Q	But... It took us just a couple hours to get here, it's a complete rip-off! Comeon, I will give you 120, alright?	Pero... ¡Sólo nos ha llevado un par de horas llegar hasta aquí! Vamos, comprende mi posición. Te ofrezco 120 monedas.	9			
9	A	You said 250. I want my 250 gold coins, not one less. 	Tú dijiste 250. Quiero mis 250 monedas, ni una menos.	12			
9	A	Pay me now, or you're a dead man. I'm serious.	Págame ahora, o estás muerto. Lo digo en serio.	12			
10	Q	[BLUE](Rodney smiles)[] See? Everything can be negotiated. Here, have 150 coins and let's say goodbye as good friends.	[BLUE](Rodney sonríe)[]¿Lo vés? Todo se puede negociar. Aquí tienes 150 y digámonos adiós como buenos amigos.	0		"GainXP#120;GainGold#150;IncVariable#REP_town_lannegar,2;IncVariable#REP_varsilia,1"	
11	Q	That's wonderful. What a profitable... I mean what a good friend you are!	Eso es fantástico, eres un un amigo muy útil... Quiero decir muy generoso, gracias!	0		"GainXP#120;GainGold#100;IncVariable#REP_town_lannegar,4;IncVariable#REP_varsilia,2"	
12	Q	But... The problem is, you see, I don't think I have that many coins on me. I thought I would be able to sell my seeds quickly and pay you. Please accept 150 coins!	Pero... El problema es que no tengo tanto dinero. Pensaba vender mis semillas para poder pagarte. ¡Por favor, acepta 150 monedas!	13			
13	A	[BLUE](Take the money)[]Very well, I accept the 150 coins. But you are a scoundrel. 	[BLUE](Coger el dinero)[]Muy bien. Acepto las 150 monedas, pero eres una sabandija.	0		"GainXP#120;GainGold#150;IncVariable#REP_town_lannegar,2;IncVariable#REP_varsilia,1"	
13	A	[BLUE](Attack him)[]I warned you. Time to die.	[BLUE](Atacar)[]Te lo advertí. Hora de morir.	0		"NPCHostile#rodney;DecVariable#REP_town_lannegar,3;DecVariable#REP_varsilia,2;SetVariable#seed_of_trust,100"	
13	A	[BLUE](Take Rodney's seed sack)[] You know what? I don't want your money anymore. I'll see how much the colonists pay me for this.	[BLUE](Coger el saco de semillas de Rodney)[] ¿Sabes qué? Quédate con tu dinero, voy a ver cuánto me pagan los colonos por esto.	14			
