index	type	text	text_ES	Go To	conditions	actions
1	Q	This strange door is made of solid metal, and no handles or keyholes are in sight. The only visible feature is an inscription in Old Imperial tongue, which says 'name'. 	Esta extraña puerta está hecha de metal sólido, y no muestra pomo ni cerradura. Únicamente puedes ver una inscripción en Antiguo Imperial, que dice 'nombre'	2		
2	A	Knock on the door.	Llamar a la puerta.	5		
2	A	Put your hand on the door and say...	Poner la mano en la puerta y decir...	3		
2	A	This thing is probably going to zap you dead. Walk away	Esta cosa seguramente te va a fulminar. Mejor marcharse.	0		
3	Q	What name will you say?	¿Qué nombre dirás?	4		
4	A	Say your own name.	Decir tu nombre.	5		
4	A	Say Mellon	Decir Mellon	6		
4	A	Say Tremadan	Decir Tremadan	0	VariableGreater#key_to_past,19	Travel#E10_tower,1
5	Q	Nothing happens.	No ocurre nada.	0		
6	Q	Hey... That's from another story!	Hey... ¡Eso es de otra historia!	0		
