index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	What happens? Something has changed! I am not invulnerable anymore! But you haven't defeated me yet... I still wield the powers granted by Hell!	¿qué ocurre? Algo ha cambiado, ¡Ya no soy invulnerable! Pero no me has derrotado... ¡Aun tengo mis poderes demoníacos!	0	VariableEqual#cursed_abbey,50	NPCHostile#abbot	
1	Q	[BLUE](The undead monster laughs like a madman)[] Have you come to beg? It doesn't matter. I shall make you suffer when your time comes.	[BLUE](El muerto-viviente ríe como un loco)[] ¿Has venido a suplicar? No importa. Vas a sufrir cuando te llegue la hora.	2			
2	A	You're the leader of all these monsters and undead. Prepare to die... again! [BLUE](Attack him)[]	Tú eres el líder de los monstruos y los muertos vivientes. ¡Prepárate a morir... De nuevo! [BLUE](Atacar)[]	3	VariableEqual#cursed_abbey,10		
2	A	Actually... Ahem... I just remembered I double parked my swampdonkey, I must go. [BLUE](Sneak away, quickly)[]	La verdad... Estoo... Tengo aparcada la mula en doble fila, debo irme. [BLUE](Escabullirse rápidamente)[]	20	VariableGreater#cursed_abbey,10		
2	A	Who are you?	¿Quién eres?	10	VariableEqual#cursed_abbey,10		
3	Q	"[BLUE](He laughs even more, making no attempt to dodge your blows. Your weapons slice through him without causing damage; then he claps his hands)[] This is very entertaining. Please keep fighting the beasts outside, it is amusing to watch. Eventually I'll grow tired of you, and then..."	[BLUE](Se rie incluso más, y no intenta esquivarte. Tus armas le atraviesan sin causar daño, y él aplaude)[] ¡Que divertido! Por favor, sigue luchando con las bestias de ahí fuera, me entretiene verte. Pero en algún momento me aburriré de tí, y entonces...	4			
4	A	How... Why are you invulnerable?!	¿Cómo puedes ser invulnerable?	5			
5	Q	Simpleton, fool! You dare to come here and ask what you can not comprehend! [BLUE](He mocks you with arrogance, but his insanity is obvious)[] I am the one that can fool even the demonic powers! Third door to the setting sun becomes the Gate to Hell...	¡Bobo, estúpido! Te atreves a venir aquí a preguntar cosas más allá de tu comprensión [BLUE](Se burla con arrogancia, pero ves que ha perdido la razón)[] Yo soy capaz de burlar incluso a los poderes demoníacos. La tercera puerta de poniente es la Puerta del Infierno... 	0		SetVariable#cursed_abbey,20	
10	Q	[BLUE](The monster dismisses you with a waving hand)[] Go and hide, little meatbag, before I decide to come for you...	[BLUE](El monstruo te invita a marcharte con un gesto)[] Ve a esconderte, repugnante bolsa de carne, porque pronto iré a buscarte...	0			
20	Q	Your... What?! [BLUE](The expression of shock and confusion in the ghastly face is beyond words. He's probably glad to see you go)[]	Tu ¿qué?... [BLUE](La expresión de sorpresa y la confusión en el rostro del fantasma es difícil de describir. Seguramente se alegra de que te marches)[]	0			
