index	type	text_english	text_ES	Go To	conditions	actions	requisites
1	Q	[BLUE] (The ragged man standing before you is very old, yet as you approach he reacts with alacrity, getting ready to flee while his eyes seem to see through you)[] You can't fool me, spectres! I know you are here for my blood.	[BLUE] (El hombre harapiento parece muy viejo, pero parece reaccionar con graz rapidez a tu presencia preparándose para huir mientras te mira intensamente)[] no podéis engañarme, espectros... ¡estáis aquí por mi sangre!	2	VariableEqual#like_father,30	SetVariable#like_father,40	
1	Q	You can't talk while enemies are so close!	¡Es imposible hablar mientras hay enemigos alrededor!	0	Hostiles#		
1	Q	[BLUE] (The old man seems to be calm now. You can see a purple medallion under his long beard, so this must be Thalassos)[] You found your way here... That means you are no spectre. I apologize, I simply couldn't believe someone had found a way down here. I thought my mind was playing tricks on me.	[BLUE] (El hombre parece tranquilo ahora. Bajo su barba, ves el medallón morado que confirma que debe ser Thalassos)[] Has encontrado este lugar... Eso significa que no eres un espectro. Lamento mi reacción anterior, no podía creer que alguien hubiera llegado hasta aquí. Pensaba que había perdido la razón.	4			
2	A	I mean no harm to you, old man. Who are you?	No soy tu enemigo, abuelo. ¿Quién eres?	3			
3	Q	You... You really come from the outside? Are you human?[BLUE](Suddenly he shakes his head)[] No! You will not fool Thalassos! [BLUE](The man runs away)[]	Tú... ¿de verdad vienes del exterior? ¿Eres humano? [BLUE](De pronto agita la cabeza)[] ¡No, no puedes engañar a Thalassos![BLUE](El hombre huye corriendo)[]	0		NPCDespawn#thalassos	
4	A	Thalassos! Everybody believes you died. You have been living here for over fifty years? It's impossible.	Thalassos! Todo el mundo piensa que has muerto ¿Has vivido aquí durante más de cincuenta años? Es imposible.	5			
5	Q	[BLUE](He chuckles, but a dry cough quickly ends the laughter. His voice sounds exhausted)[] Impossible? I disagree. Inconvenient? Certainly. There is water and edible mushrooms in certain places, and the Dead Ones become predictable and I learned how to avoid them. I am surprised that you know my name, after so many years.	[BLUE](Se rie, pero una tos seca le hace parar un momento. Su voz suena cansada)[] ¿Imposible? Discrepo. ¿Incómodo? Bastante. Hay agua corriente y hongos comestibles en ciertos lugares, y los Muertos son predecibles y sé cómo esquivarles. Me sorprende que conozcas mi nombre tras tantos años.	6			
6	A	Ellodis Windmaker died long ago, but fortunately his son Azeran is writing a book on his adventures. A few clues he remembered led us here.	Ellodis Windmaker murió hace mucho, pero por suerte su hijo Azeran está escribiendo un libro sobre sus aventuras. Algunas pistas sueltas nos trajeron hasta aquí.	7	VariableLower#TMP_thalassos_ellodis,1	SetVariable#TMP_thalassos_ellodis,1	
6	A	This place... It looks similar to the Tolassian Ruins. What is it?	Este lugar... Es parecido a las ruinas Tolassian. ¿Dónde estamos?	8	VariableLower#TMP_thalassos_ruins,1	SetVariable#TMP_thalassos_ruins,1	
6	A	What happened to you and Ellodis here?	¿Qué os pasó a Ellodis y a tí en este lugar?	30	VariableLower#TMP_thalassos_story,1	SetVariable#TMP_thalassos_story,1	
6	A	So... what now? I can escort you to the surface.	Entonces... ¿Ahora qué? Puedo escoltarte a la superficie.	40	"VariableEqual#TMP_thalassos_story,1;VariableEqual#TMP_thalassos_ruins,1,VariableEqual#TMP_thalassos_ellodis,1"		
6	A	Alright old geezer, hand over that medallion. It's worth a lot of gold to me.	Muy bien, viejo, suelta el medallón. Vale mucho oro para mí.	20			
7	Q	Ellodis had a son? And he told him about me? That is most surprising. Maybe he regretted his ways in the end, praised be The Three.	¿Ellodis tuvo un hijo? ¿Y le habló de mí? Quizá se arrepintió de todo antes del final, loados sean Los Trés.	6			
8	Q	There is a whole buried town below us... It has been here for over a millenia. Cursed, and full with deadly dangers. You'd be surprised to know it is an early Imperial ruin, from the Athalian Age or older. 	Hay toda una ciudad enterrada bajo nosotros... Lleva aquí más de mil años, maldita y llena de peligros letales. Te sorprenderá saber que es una ciudad del Imperio Antiguo, de la era Athaliana o anterior.	9			
9	A	That's impossible, the Empire discovered and colonized Varannar only some centuries ago.	Eso es imposible, el Imperio descubrió y colonizó Varannar hace tan solo unos siglos.	10		"GainXP#500;SetVariable#know_mineruins,1"	INT,3
9	A	Um... OK, that must be fascinating for people that didn't sleep through their history lessons.	Um... Vale, eso debe ser fascinante para la gente que no se durmió durante las lecciones de historia.	50			
10	Q	That's what everyone believes, but this small town-sanctuary proves otherwise. Maybe it was an ancient expedition that never reported back and was lost to the Empire's history.	Eso es lo que todos piensan, pero esta pequeña ciudad-santuario prueba lo contrario. Quizá es una pequeña expedición que nunca regresó y se perdió en la Historia del Imperio.	11			
11	A	That's strange. They should have a powerful reason to remain here.	Es extraño. Debieron tener una razón muy poderosa para quedarse aquí.	12			
12	Q	I suspect that powerful reason was... Sudden death. Followed by a curse of undeath centuries later. This might be the origin of the Tolassian civilization, but we might never know for sure.	sospecho que esa poderosa razón fue... La muerte repentina. Seguido de una maldición de muerte en vida. No podemos asegurarlo, pero quizá este sea el origen de los Tolassian.	6			
20	Q	I see you're just a villain then. I will not suffer you for another minute, fool! [BLUE](Thalassos leans against the wall and somehow goes through a secret opening. You attempt to follow but the wall is closed again and with no openings or handles)[]	Veo que no eres más que un villano. ¡No aguantaré ni un minuto, estúpido![BLUE](Thalassos se apoya contra la pared y de alguna manera atraviesa una abertura secreta. Intentas seguir pero la pared está cerrada de nuevo y sin aberturas ni manijas.)[]	0		"NPCDespawn#thalassos2;SetVariable#like_father,60"	
30	Q	[BLUE](The man frowns)[]Ellodis convinced me and four other adventurers to come to this mine, claiming we were helping out the local people by slaying some monsters. Turns out he was after this [BLUE](He touches the purple medallion in his chest)[]. He found it in the ruins below, and he immediately insisted we should return.	"[BLUE](El hombre frunce el ceño)[] Ellodis nos convenció a mí y a otros cuatro aventureros de venir a esta mina, alegando que estábamos ayudando a la gente local matando algunos monstruos. En realidad buscaba esto [BLUE](Toca el medallón de su pecho)[]. Lo encontró en las ruinas inferiores; tan pronto como lo tuvo insistió en que debíamos regresar."	31			
31	A	I thought that was your Holy Symbol. It's what Ellodis told his son, anyways.	Creía que era tu Símbolo Sagrado. Es lo que Ellodis le dijo a su hijo, al menos.	32			
32	Q	"Oh no. I have no idea what this is, but it has brought me luck over the years [BLUE](He pats it and nods)[]. Going back to the tale, we found out the way out was blocked by a collapsed tunnel; while we were discussing what to do next, I noticed Ellodis had stepped away and was casting a Teleport spell!"	"Oh no. No tengo idea de qué es esto, pero me ha traído suerte [BLUE](Lo acaricia y asiente)[]. Volviendo al relato, descubrimos que la salida estaba bloqueada por un túnel derrumbado; Mientras discutíamos qué hacer, noté que Ellodis se había alejado y estaba lanzando un hechizo para teleportarse!"	33			
33	A	But a hero like Ellodis Windmaker wouldn't...	Pero un héroe como Ellodis Windmaker nunca haría...	34			
34	Q	I jumped on him but all I could do was snatch the amulet before he was gone [BLUE](The old man clenches his fists)[]. Soon we were surrounded by the dead and my companions fell one by one. I... fled. I hid, and for a long time I was more animal than person. Only prayers and the blessing of The Three helped me to return to the light. And finally today it seems like my prayers were answered. [BLUE](He smiles at you)[].	Salté sobre él pero lo único que pude hacer fue arrebatarle el amuleto antes de que se fuera [BLUE](El anciano aprieta los puños)[]. Pronto nos rodearon los muertos y mis compañeros cayeron uno a uno. Yo huí. Me escondí y durante mucho tiempo fui más un animal que una persona. Solo las oraciones y la bendición de Los Tres me ayudaron a volver a la luz. Y finalmente hoy parece que mis oraciones fueron respondidas. [BLUE](Te sonríe)[].	35			
35	A	I am not sure Azeran is going to enjoy writing that in his book...	No creo que a Azeran le divierta escribir eso en su libro...	36			
36	Q	I don't care about what he writes, it happened the way I told you. Otherwise, how did he escape and we didn't?	No me importa lo que escriba, es lo que ocurrió. De otro modo, ¿Cómo pudo escapar él, y yo no?	6			
40	Q	I am very grateful to you for rescuing me from these depths but I prefer to move through these corridors alone, and I'd prefer to face the sun again by myself and at my own pace. We can meet again outside the mine if you want, I would like to accompain you to see Azeran.	Te estoy muy agradecido por rescatarme de estas profundidades pero prefiero moverme por estos pasillos solo, y prefiero volver a enfrentarme al sol yo solo, y a mi propio ritmo. Podemos volver a encontrarnos fuera de la mina si quieres, me gustaría acompañarte a ver a Azeran.	41			
41	A	Great story but I was sent to retrieve that medallion. Hand it over or die.	Me enviaron a por ese medallón y lo quiero. Dámelo o muere.	20			
41	A	We'll meet again at the mine entrance, then.	Nos veremos en la entrada de la mina.	0		"NPCDespawn#thalassos2;SetVariable#like_father,50"	
50	Q	I see, you are what they call an 'action person'	Ya veo, eres lo que llaman una 'persona de acción'.	6			
