index	type	text	text_ES	Go To	conditions	actions	
1	Q	You here!?	¿¡Tú, aquí?!	50	"VariableLower#REP_friguld_governor,-90;VariableEqual#snake_gang,110"		
1	Q	Ain't you the ah... foreigner that is causing so much trouble to the guards, mmm?	¿No eres tú el ah... extranjero que causa tántos problemas a los guardias, mmm?	20	VariableLower#REP_friguld_governor,-10		
1	Q	Ah, greetings, northener. Is there anything I can ah... help you with?	Ah, saludos norteño. ¿Puedo ah... ayudarte en algo?	2			
2	A	I killed the Snake for you. Here's proof of it. [BLUE](Hand him the necklace)[]	He matado a la Serpiente para tí. Aquí tienes la prueba. [BLUE](darle el colgante)[]	60	PlayerHasItem#2614		
2	A	I'd like to know if there's any work to be done in this town.	Me gustaría saber si hay algún trabajo que hacer en esta ciudad.	3	VariableLower#snake_gang,80		
2	A	I've come here to kill you all.	He venido a mataros a todos.	50	VariableLower#snake_gang,80		
2	A	Greetings. I want to talk to the Governor about certain black shard he recently purchased. I want to buy it from him.	Saludos. Quiero hablar con el gobernador acerca de cierto fragmento de cristal negro que ha adquirido. Se lo quiero comprar.	30	"VariableGreater#rumor_shardfriguld,0;VariableLower#shards_fate,22;VariableLower#snake_gang,100"		
2	A	Um... No, goodbye.	Um... No, adiós.	0			
3	Q	Indeed there is... Have you already heard of the Snake, that ah... disgusting criminal?	Por supuesto que sí, ¿has oido hablar de ese ah... sucio criminal que llaman La Serpiente?	4			
4	A	Yes, I've heard of the bandit and the reward, but still please fill me in.	Si, he oido lo de ese bandido y la recompensa, pero por favor explícame lo que sepas.	5	VariableGreater#snake_gang,9		
4	A	No, please tell me.	No, cuéntame quién es.	5	VariableLower#snake_gang,10	SetVariable#snake_gang,10	
5	Q	[BLUE](He looks agitated, losing his affected accent for a moment)[] That bandit scum grows bolder every day. His men assault our tax collectors and ambush our guards. A week ago he somehow infiltrated this manor and stole the best jewels from the Governor's wife! Can you believe!?  	[BLUE](Se muestra agitado, perdiendo su afectado acento)[] Ese maldito bandido es cada día más osado. Sus hombres asaltan a nuestros recaudadores de impuestos, y hacen emboscadas a nuestros guardias. Hace una semana, se infiltró en esta mansión y robó las joyas de la esposa del Gobernador. ¿¡Puedes creerlo?!	6			
6	A	Why can't you catch him after all these things?	¿Cómo puede escapar después de tánto tiempo?	7			
7	Q	We don't even know his ah... Identity. Always hooded, that scum. And he's is always one step ahead of us. When we ah... managed to corner him into a trap... He was able to dispatch all the men we sent against him. Some say he was an ah... Pirate lord. Some say an escaped pit fighter from ah... Freetown. Nobody knows.	Ya he hablado demasiado de eso.	8			
8	A	It is hard to believe you don't have any clues at all. Someone will always talk or make a mistake.	Es difícil de creer que no tengáis ninguna pista. Siempre hay alguien que habla o comete un error.	11	VariableEqual#snake_gang,10	SetVariable#snake_gang,20	INT#3
8	A	You want this Snake dead, or alive?	¿Buscáis a la Serpiente vivo, o muerto?	9			
9	Q	In this ah... Climate, corpses are better avoided. Bring us the serpentine necklace he always wears and we'll give you the reward. 3,000 coins, quite ah... Generous.	En este ah... Clima, los cadáveres son muy molestos. Traenos su colgante serpentino y te daremos la recompensa. 3,000 monedas, bastante ah... Generosa.	0			
11	Q	Well we recently caught an ah... Gang member. But he never talked and I was forced to ah... Hang him. We ah... Arrested a girl he used to see called Zilda, but she didn't seem to know anything.	Bueno recientemente cazamos a un ah... Miembro de la banda. Pero no habló y le tuve que ah... Ahorcar. Tambien arrestamos a una chica que veia de vez en cuando, una tal Zilda pero ella ah... No sabía nada.	12			
12	A	Can I talk to Zilda?	¿Puedo hablar con Zilda?	13			
13	Q	[BLUE](He chuckles)[] Everybody can, she frequents the docks at nights. We ah... Released her after making sure she didn't know anything. We're not ah... Monsters.	[BLUE](Rie entrecortadamente)[] Todo el mundo puede, ella ah... Frecuenta el puerto por las noches. Nosotros la ah... Soltamos tras verificar que no sabía nada. No somos ah... Monstruos.	8			
20	A	I am also the one that is going to crush your skull.	También soy el que te va a aplastar el craneo.	50			
20	A	You say it like if you didn't care much.	Lo dices como si no te importara demasiado.	21			
21	Q	Should I care for those ah... Mercenaries standing guard outside? If anything it bothers me is ah... to recruit new idiots every week. But I guess you came in to be ah... punished? We can arrange that.	¿Deberían importarme esos ah... Mercenarios vigilando ahí fuera? Si acaso me molesta tenere que ah... Reclutar nuevos idiotas cada semana. Pero supongo que has venido aquí a ser ah... ¿Castigado? Podemos encargarnos de eso.	22			
22	A	I've come here to end your life.	He venido aquí a terminar con tu vida.	50			
22	A	No, I just got dragged into a fight with those idiots, but I'd like to be in good terms with the fine government of this town.	No, me metí en una pelea con esos idiotas, pero me gustaría estar en buenos términos con el gobierno de esta ciudad.	23			
23	Q	Is that so? I guess, ah... Friendship is always desirable. However, I am sure you understand a clean slate doesn't come cheap. Pay [BLUE]1,000 gold[] and you'll become our ah... Beloved citizen.	¿Ah si? Supongo que la ah... Amistad es buena. Pero seguro que entiendes que borrar tu expediente no es barato. Paga [BLUE]1,000 monedas[] y serás nuestro ah... querido ciudadano.	24			
24	A	Sure, here is the money.	Claro, aquí tienes.	25	PlayerHasGold#1000	LoseGold#1000	
24	A	Isn't that a bit steep? Here is 500 gold, I am sure it's still worth your time.	¿No es un poco caro? Aquí tienes 500 monedas, creo que es más que suficiente.	25	PlayerHasGold#500	LoseGold#500	PER#3
24	A	Maybe another time.	Quizá en otro momento.	0			
25	Q	Very well. I'll pass word to all the guards. From tomorrow, no guard will hold a ah... grudge with you. Anything else?	Muy bien. Pasaré nota a todos los guardias. Desde mañana ninguno te ah... Guardará ningún rencor. ¿Algo más?	2		SetVariable#REP_friguld_governor,0	
