index	type	text	text_ES	Go To	conditions	actions
1	Q	You had never seen such an ancient codex... This was written many centuries ago in elegant imperial calligraphy. Unfortunately the book has been chewed and clawed, so you can understand very little of it.	Nunca habías visto un códice tan antiguo... Se ha escrito hace siglos, en elegante caligrafía imperial. Por desgracia ha sido masticado y desgarrado y no se entiende mucho.	2		
2	A	Try to find some legible pages.	Encontrar algo legible.	3		
2	A	I'm not in the mood for reading.	No estoy de humor para leer.	0		
3	Q	One page says '... But our prayers are unheard: the Gods remain asleep. Generations pass, our numbers dwindle and our magic weakens. Yet we need to remain strong to protect our Masters' slumber! Potions of longevity are not meant to be used more than once in a lifetime, yet we have no choice if we want to prevent...'	Una página dice '... Pero nuestras oraciones no son escuchadas: los dioses permanecen dormidos. Pasan las generaciones, nuestro número disminuye y nuestra magia se debilita. ¡Sin embargo, debemos mantenernos fuertes para proteger el sueño de nuestros Señores! Las pociones de longevidad no deben usarse más de una vez en la vida, pero no tenemos otra opción si queremos prevenir ... '	4		
4	A	Try to find another intact page.	Intentar encontrar otra página intacta.	5		
4	A	Enough for now.	Suficiente de momento.	0		
5	Q	The next page you find seems to have been written by the same hand... Despite being clearly many centuries later. 'THIEVES and MURDERERS. LOOTERS and BANDITS. They entered our sacred temple, they stole the treasures of four of the Sleepers, KILLED our BROTHERS and SISTERS... and worse of all, four of the Sleepers are no more. We don't understand...'	La siguiente página que encuentras parece haber sido escrita por la misma mano... aunque muchos siglos después: 'LADRONES y ASESINOS. Saqueadores y bandidos. Entraron en nuestro templo sagrado, robaron los tesoros de cuatro de los Durmientes, MATARON a nuestros HERMANOS y HERMANAS ... y lo peor de todo, cuatro de los Durmientes ya no existen. No entendemos ... '	6		
6	Q	This SACRILEGE must be punished. Four of the Five are no more, so many generations of worship and love, gone. Four adventurers, we will find them... We will... EAT THEM. We will REND THEIR FLESH'	Este SACRILEGIO debe ser castigado. Cuatro de los Cinco ya no existen, tantas generaciones de adoración y amor, se fueron. Cuatro aventureros, los encontraremos ... Nosotros ... LOS COMEREMOS. Rasgaremos SU CARNE '	7		
7	Q	It goes on, the elegant writing now replaced by crude scribbling: 'But NO, we still protect the Fifth Sleeper, Lord Absalos. We REMAIN. We ENDURE. We have changed... We are barely human anymore, but we do what must be done'.	La elegante escritura ahora es reemplazada por garabatos toscos: 'Pero NO, todavía protegemos al Quinto Durmiente, Lord Absalos. Permanecemos. RESISTIMOS. Hemos cambiado ... Ya apenas somos humanos, pero hacemos lo que hay que hacer '.	8		
8	A	Try to find another passage.	Encontrar otro pasaje.	9		
9	Q	The rest of the book is filled with mindless scribbling, as if the one writing it had lost his mind gradually.	El resto del libro está lleno de garabatos ilegibles, como si el que lo escribiera hubiera perdido su mente poco a poco.	0		
