index	type	text	text_ES	Go To	conditions	actions	
1	Q	Greetings again. Do you want to be teleported to Icemist?	Saludos de nuevo. ¿Quieres ser teleportado a Icemist?	30	VariableGreater#EXP_IM,0		
1	Q	It's you again. Have you brougth the [BLUE]Orb of Shadows[]and the [BLUE]10,000 gold[]?	Eres tú de nuevo. ¿Has traido el [BLUE]Orbe de las Sombras[]y las [BLUE]10,000 monedas[]?	40	"VariableEqual#I13_return_orb,1;VariableLower#REP_thuram,-9;VariableGreater#REP_thuram,-45"		
1	Q	Greetings, traveller.	Saludos, viajero.	2			
2	A	Hello, I am looking for the town of Icemist.	Hola, estoy buscando la ciudad de Icemist.	3			
2	A	Greetings to you as well, but I must depart.	Saludos a tí tambien, pero debo marcharme.	0			
3	Q	Icemist is under the frozen ocean, you can see the tallest pinnacles emerging from the waters. Only a few are allowed to enter. Let me check if you appear on the records.	Icemist está bajo el océano congelado, puedes ver las cúpulas de las torres más altas emergiendo de las aguas. Sólo unos pocos pueden entrar, voy a comprobar si estás en el libro.	4			
4	Q	What's this? You are a wanted criminal in our Kingdom! You made a big mistake coming here.	¿Qué es esto? Eres un criminal buscado en nuestro reino. Has cometido un grave error al venir aquí.	21	VariableLower#REP_thuram,-44		
4	Q	What's this? You are a wanted criminal in our Kingdom! You made a big mistake coming here.	¿Qué es esto? Eres un criminal buscado en nuestro reino. Has cometido un grave error al venir aquí.	20	"VariableLower#REP_thuram,-9;VariableGreater#REP_thuram,-45"		
4	Q	 I see you are well known in all four Enclaves of the guild. I can teleport you to the town if you wish.	Veo que eres bien conocido en los cuatro Enclaves del gremio. Puedo teleportarte a la ciudad si lo deseas.	30	"VariableGreater#easy_job,99;VariableGreater#important_research,99;VariableGreater#stopping_prejudice,99;VariableGreater#apprentice_none,99;"		
4	Q	Unfortunately, your name is not on the list. 	Desafortunadamente, tu nombre no está en la lista.	5			
5	A	Let me in, or you'll regret it.	Déjame entrar o te arrepentirás.	21			
5	A	What can I do to be allowed into Icemist?	¿Qué puedo hacer para que se me permita entrar?	7			
5	A	Ha! I really wasn't interested. Who cares about your underwater magical city. I wouldn't go in even if you begged.	¡Ja! En realidad no me interesa. A quién le importa tu ciudad mágica submarina. No entraría ni aunque me lo pidieras.	6			
6	Q	I guess I'll have to live with that burden, traveller. Now begone.	Supongo que tendré que vivir con esa carga, viajero. Ahora largo.	0			
7	Q	We have two types of visitors. The first is the rich heirs of Varsilian and Mercian nobles, whose parents pay us a fortune in hope to have their useless brats trained into sorcery. Something tells me you are not coming from such a high stock.	Tenemos dos tipos de visitantes. El primero está formado por ricos herederos de nobles Varsilios y Mercios, cuyos padres nos pagan una fortuna esperando que sus inútiles hijos aprendan algo de magia. Pero algo me dice que tu no tienes un origen tan ilustre.	8			
8	A	Hmmm your guess would be right. So what's the other type of visitor?	Hmmm... Creo que estarías en lo cierto. Y ¿qué me dices de los demás visitantes?	9			
9	Q	Those who perform exceptional services for the Wizard's Guild are allowed in. But all four Enclaves would need to know of you and approve of your name. It has been a long time since someone came recommended by the Enclaves, but you might visit the four towers and give it a try.	Aquellos que prestan servicios excepcionales al Gremio de Magos. Pero los cuatro Enclaves tienen que conocerte y recomendar tu nombre. Hace mucho que no viene nadie con esa recomendación pero puedes visitar las cuatro torres y probar suerte.	10			
10	A	Thanks for the information.	Gracias por la información.	0			
20	A	I don't fear you, idiots. Now die.	No os temo, idiotas. Ahora morid.	21			
20	A	Noooo I am innocent, I swear!	¡Noooo! ¡Juro que soy inocente!	21			
20	A	Sir, I will not resist you. It is true I fougth a Wizard in Kingsbridge, but it was just a misunderstanding with an unfortunate ending. He took me for a thief and I defended myself.	Señor, no voy a resistirme. Es cierto que luché contra un mago en Kingsbridge, pero fue un malentendido con un final desafortunado. Me confundió con un ladrón y tuve que defenderme. ¿Hay algo que pueda hacer para pagar por mi error?	22			PER#3
21	Q	Guards, attack!	¡Guardias, atacad!	0		"SetVariable#I13_hostile_guards,1;NPCHostile#teleport_guards;decVariable#REP_thuram,10"	
22	Q	"I admit that sounds very reasonable; you don't talk nor look like a criminal. Yet, the Guild is pissed off, and they demand a reparation. The mage Janod had an orb which was their property, the [BLUE]Orb of Shadows[]. Return it, together with a fee of [BLUE]10,000 gold[] and your name will be clean."	"Admito que eso suena razonable; no hablas como un criminal ni lo pareces. Pero el Gremio está enojado y exigen ser compensados. El mago Janod tenía un objeto de su propiedad, el [BLUE]Orbe de las Sombras[]. Devuélvelo, junto con una multa de [BLUE]10,000 monedas[] y tu nombre estará limpio."	0		SetVariable#I13_return_orb,1	
30	A	Actually, I have something to do first. Goodbye.	En realidad, tengo que hacer otra cosa. Adiós.	0			
30	A	Fine, take me to Icemist.	De acuerdo, llévame a Icemist.	0		"Travel#IM,1;Particle#teleport"	
40	A	Not yet.	Aun no.	0			
40	A	Yes, here it is.	Sí, aquí está.	41	"PlayerHasItem#2516;PlayerHasGold#10000"	"LoseItem#2516;LoseGold#10000;incVariable#REP_thuram,40;incVariable#REP_wizardsguild,40;SetVariable#I13_return_orb,2"	
41	Q	That's good to hear. That matter is now settled.	Me alegro. El asunto queda olvidado.	42			
42	A	Does that mean I can now enter Icemist?	¿Eso significa que puedo entrar en Icemist?	43			
43	Q	You can only enter Icemist if your name is on the list. Let me check.	Sólo puede entrar Icemist quien está en la lista. Déjame comprobarlo.	4			
