index	type	text	text_ES	Go To	conditions	actions	
1	Q	[BLUE](The man still has his arms raised)[] I already told you everything I know!	[BLUE](El hombre sigue con los brazos en alto)[] ¡Ya te he dicho todo lo que sé!	10	"VariableGreater#snake_gang,60;VariableLower#snake_gang,80"		
1	Q	[BLUE](The man routinely mumbles the same question he has probably asked for years.)[]. Welcome to the Golden Cove Bank. How may I help you?	[BLUE](El hombre murmura rutinariamente la misma pregunta que seguramente ha estado haciendo durante años)[]. Bienvenido al Banco de Cala Dorada. ¿en qué puedo ayudarle?	2			
2	A	I want to make a withdrawal... HANDS UP NOW! This is a robbery!	Quiero retirar fondos... ¡MANOS ARRIBA TODO EL MUNDO! ¡Esto es un atraco!	3	VariableEqual#snake_gang,60	"SetVariable#snake_gang,70;ItemActivate#barrier1;DecVariable#REP_varsilia,5;DecVariable#REP_mercia,5;SetVariable#REP_friguld_governor,-100;NPCHostile#security"	
2	A	Sorry, I have nothing to do here.	Disculpa pero no tengo nada que hacer aquí.	0			
3	Q	[BLUE](It takes him a few seconds to understand the situation. He raises his hands while looks at you in disbelief)[] But... Is this a joke? This bank can't be robbed. The Director is going to be pissed. 	[BLUE](Tarda varios segundos en darse cuenta de la situación. Levanta las manos y te mira incrédulo)[] Pero... ¿Es una broma? Este banco no puede ser robado. El Director se va a enfadar, ¡Y mucho!	4			
4	A	Just stay where you are and don't move. Quickly, tell me where is the safe.	Quédate donde estás y no te muevas. Rápido, dime dónde está la caja fuerte.	5			
4	A	You are going to open the safe for me, or you'll die.	Vas a abrir la caja fuerte, o vas a morir.	5			
5	Q	Safe? I am just a desk clerk, I have never even set my eyes upon any safe! I bet it's very deep into the bank, past the magical barrier and many magic wards. I have no idea where exactly it is. Please don't hurt me.	¿Caja fuerte? Yo solo atiendo el mostrador, ¡No he visto la caja fuerte en mi vida! Seguro que la caja fuerte está muy dentro del edificio, detrás de las barreras mágicas y muchos guardias. No tengo ni idea de dónde exactamente, por favor no me hagas daño.	6			
6	Q	[BLUE](While you are talking, you hear a strange humming comming from the entrance. A blue magical barrier now blocks your way out)[] See? I told you, now you can't even escape. I hope the Director doesn't punish me as well...	[BLUE](Mientras habláis, se escucha un extraño zumbido que viene de la entrada. Una barrera azul te bloquea la salida)[] ¿Ves? Te lo dije, ahora no puedes escapar. Espero que el director no me castigue a mí tambien...	0			
10	A	I want to leave this place, tell me how to get out!	¡Quiero huir de este lugar, dime cómo salir!	11			
10	A	You must have a way to cross that barried behind you, at least. Speak now!	Debes tener una forma de cruzar esa barrera detrás de tí, al menos. ¡Habla inmediatamente!	12	IsItemActive#barrier2		
10	A	Nevermind.	Me marcho.	0			
11	Q	I really have no idea how to open that Barrier at the entrance. It's an emergency defense, outside the control of mere clerks.	No tengo ni idea de cómo abrir la barrera de la entrada. Es una defensa de emergencia, fuera del control de meros dependientes como yo.	0			
12	Q	No, I can't! Please leave me alone!	¡No, no puedo! ¡Déjame en paz!	13			
13	A	You are the worst liar in the world, I'm surprised you got a job... In a bank, of all places. Open the barrier or else...	Eres el peor mentiroso del mundo, me sorprende que te den trabajo... en banco, nada menos. Abre la barrera, o si no...	14			PER#3
13	A	You are lying. There's barely any papers out here, you must have a desk somewhere behind that barrier. Open it for me, or else...	Estás mintiendo. Apenas hay papeles aquí fuera, estoy seguro de que tienes un despacho tras esa barrera. Ábrela para mi, o si no...	14			INT#2
13	A	Listen, you're in deep trouble, whether you want or not. I offer you 300 gold if you open that barrier, and maybe I'll rid you of your superiors.	Mira, estás metido en esto te guste o no. Te ofrezco 300 monedas si abres esa barrera, y así quizá te libre de tus superiores.	15	PlayerHasGold#300	LoseGold#300	PER#1
13	A	I guess I'll have to search your cold body for a key. Die. [BLUE](Attack him)[]	Supongo que tendré que registrar tu cadaver para buscar una llave. Muere. [BLUE](Attack him)[]	16		"NPCHostile#clerk;DecVariable#REP_varsilia,10;DecVariable#REP_mercia,10"	
13	A	Goodbye.	Adiós.	0			
14	Q	[BLUE](He swallows nervously)[] Alright, alright! I will open it. Leave me alone![BLUE](Takes a shiny stone out of his pocket and the barrier disappears. The stone seems to be gone as well)[]	[BLUE](Traga saliva nerviosamente)[] ¡Vale, vale! ¡Déjame en paz, lo abriré! [BLUE](Saca de un bolsillo una brillante piedra y la barrera desaparece. La piedra también parece desintegrarse)[]	0		ItemDeactivate#barrier2	
15	Q	[BLUE](He thinks for a moment)[] Curses! You are right, the Director won't spare my life after this. I might as well take my odds with you, low as they might be. [BLUE](Takes a shiny stone out of his pocket and the barrier disappears. The stone seems to be gone as well)[]	[BLUE](Traga saliva nerviosamente)[] ¡Maldita sea! ¡Es cierto, el Director no me perdonará, sólo me queda esperar que consigas acabar con él! [BLUE](Saca de un bolsillo una brillante piedra y la barrera desaparece. La piedra también parece desintegrarse)[]	0		ItemDeactivate#barrier2	
16	Q	Help! Help!	¡Socorro!	0			
