index	type	text_english	text_ES	Go To	conditions	actions
1	Q	The fight's not over yet. Finish the enemy.		0	Hostiles#	
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#volward,2	SetVariable#volward,0
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#volwarg,2	"SetVariable#volwarg,0;NPCStopFollowing#"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,20	"SetVariable#arenah6,21"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,18	"SetVariable#arenah6,19"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,16	"SetVariable#arenah6,17"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,14	"SetVariable#arenah6,15"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,12	"SetVariable#arenah6,13"
1	Q	All enemies have been killed, you may leave the arena.		3	VariableEqual#arenah6,10	"SetVariable#arenah6,11"
3	A	Fine. Let me out!		0		"travel#H6_podval,5,0;LoseArenaItems#"
