index	type	text	text_ES	Go To	conditions	actions	requisites
1	Q	That was satisfying, wasn't it? [BLUE](The man laughs as searches the corpse and hands you the red Key from Rolf)[] A pleasure to do business with you.	Ha sido satisfactorio, ¿Verdad? [BLUE](Se rie mientras registra a Rolf, y te da la llave roja)[]. Un placer hacer negocios contigo.	0	VariableEqual#honor_among_thieves,55	"SetVariable#honor_among_thieves,110;GainItem#2527;GainXP#500"	
1	Q	Do you bring the promised gems?	¿Traes las gemas que me prometiste?	30	VariableEqual#honor_among_thieves,30		
1	Q	You can tell that scoundrel we're even. But if I was you, I'd choose my friends more carefully.	Puedes decirle a esa rata que quedamos en paz. Pero si fuera tú, escogería mejor a mis amigos.	0	VariableEqual#honor_among_thieves,80		
1	Q	[BLUE](The hooded man examines you carefully, then seems to relax)[] Get lost.	[BLUE](El hombre encapuchado te examina detenidamente, y después se relaja)[] Piérdete.	2	VariableEqual#honor_among_thieves,10		
1	Q	Go away, leave us alone.	Márchate.	0			
2	A	I'm here to talk to you. Rolf Erhar told me you want to kill him.	He venido a hablar contigo. Rolf Erhar dice que queréis matarle.	3			
2	A	Time to die, scum.	Hora de morir, escoria.	20			
2	A	Alright, no need to get nervous.	Vale, no hace falta ponerse nervioso.	0			
3	Q	You dare to mention that scoundrel's name here? The bastard kept all the gems for himself, and he'll pay for that treachery with his life.	¿Te atreves a mencionar aquí el nombre de esa rata? Se quedó con nuestro botín, y pagará por ello con su vida.	4			
4	A	He claims he threw the gems to the river, you don't believe him?	él dice que arrojó las gemas al rio, ¿No le creéis?	5			
5	Q	[BLUE](He smirks)[] In our line of business, no one believes a word said by anyone else. Even if he says the truth, he should have stayed cool: the guards never got him, so it was for nothing. Go tell your friend he's a dead man.	[BLUE](Se rie)[] En este negocio, nadie se cree una palabra de lo que dicen los demás. Incluso si dice la verdad, lo hizo por nada: la guardia no le pilló. Ve a decirle a tu amiguito que es hombre muerto.	6			
6	A	I'll bring the gems to you. Would that make you change your mind and spare Rolf?	Te traeré las gemas. Si lo hago, ¿Cambiarías de opinión y perdonarías a Rolf?	10			
6	A	I'm tired of your ranting. Your life ends now.	Me he cansado de tus quejas. Muere.	20			
6	A	Actually... He's not my friend. He betrayed me, and almost got me killed. Maybe I could bring him to you.	En realidad... No es mi amigo. Me traicionó y casi hace que me maten. Quizá podría entregártelo.	7			
7	Q	[BLUE](He smiles cruelly)[] If you do that, you can keep whatever you find in his corpse except the gems, in the remote case he still keeps them. Deal?	[BLUE](Sonríe con crueldad)[] Si haces eso, podrás quedarte con sus pertenencias, excepto esas gemas si aun las conserva. ¿Trato?	8			
8	A	Deal, I'll bring him to you.	De acuerdo, le traeré.	0		SetVariable#honor_among_thieves,40	
8	A	On second thought, that'd be terrible. I'd rather not.	Pensándolo bien, eso estaría mal. No lo haré.	9			
9	Q	You are going to pay for wasting my time!	¡Vas a pagar caro por hacerme perder el tiempo!	0		"SetVariable#honor_among_thieves,70;NPCHostile#gang"	
10	Q	You insult us. We've been weeks after that bastard, and now you want us to walk home just with the loot we deserved in the first place? No, we want revenge.	Nos insultas. Llevamos semanas tras ese desgraciado, y ¿ahora quieres que nos marchemos, contentos con el botín que nos tocaba? Queremos venganza.	11			
11	A	Do it, or I'll force you to.	Hazlo, o tendré que obligarte.	20			
11	A	You forget you will get to keep Rolf's part if you accept that.	Te olvidas de que podrías quedarte con la parte de Rolf si aceptas.	12			INT#3
11	A	You have two choices here, one of them is clear profit, while the other involves a fight with me and no earnings. Remember, a true thief never gambles.	Tienes dos opciones. Una de ellas es un beneficio claro, la otra es luchar conmigo y no ganar nada. Recuerda, un verdadero ladrón no se la juega.	12			PER#3
12	Q	Very well... You have a point. Bring me one ruby, one emerald, one sapphire and three pearls, and I'll consider the matter settled.	Muy bien... Tienes razón. Tráeme un rubí, una esmeralda, un zafiro y tres perlas, y consideraré el tema zanjado.	0		SetVariable#honor_among_thieves,30	
20	Q	I don't know who you are, but very soon you'll realize what a big mistake you made.	No tengo idea de quién eres, pero pronto vas a descubrir que has cometido un grave error.	0		"SetVariable#honor_among_thieves,70;NPCHostile#gang"	
30	A	Not yet, but soon. I'll be back.	Aun no, pero las tendré pronto. Volveré.	0			
30	A	No. I have decided I won't give you anything, but a painful death.	No. He decidido no darte nada excepto una dolorosa muerte.	9			
30	A	Yes. Here you got. [BLUE](Give him the gems)[]	Sí. Aquí tienes. [BLUE](Entregarle las gemas)[]	31	"PlayerHasItem#2012;PlayerHasItem#2013;PlayerHasItem#2014;PlayerHasItems#2015,3"	"LoseItem#2012;LoseItem#2013;LoseItem#2014;LoseItems#2015,3;GainXP#600;SetVariable#honor_among_thieves,80"	
31	Q	[BLUE](He nods)[] You are true to your word, unlike that scoundrel you've chosen as friend. Very well, I consider the matter settled.	[BLUE](Asiente)[] cumples con tu palabra, al contrario que esa sabandija que llamas amigo. Muy bien, considero el tema zanjado.	0			
