index	type	text	text_ES	Go To	conditions	actions	
1	Q	What's this... Hmmm.... The crrrrrreatures have rrrrreturned.	¿Qué es esto? Hmmmm.... Las Crrrrriaturrrras han vuelto....	2	VariableLower#primal_forge,10		
1	Q	You again, crrrrrreaturres.	Otrrrrra vez las crrrrriaturrras. 	10	VariableEqual#primal_forge,10		
1	Q	You again, crrrrrreaturres. Do you brrrring the things I need?	Otrrrrra vez las crrrrriaturrra. Has trrrraido lo que pedí?	20	VariableEqual#primal_forge,20		
1	Q	Welcome, frrrriends. I'll be happy to forrrrrge beautiful weapons for you. Brrrring me a beautiful metal sworrrrd of any size, and ten small diamonds.	Bienvenidos, viajerrrros. Me encantarrrrría forrrrjar de nuevo parra vosotrrrros. Trrrraedme una espada de cualquierrrr tamaño hecha del herrrmoso metal, y diez pequeños diamantes.	20	VariableEqual#primal_forge,100		
1	Q			0			
2	A	You must be mistaken, I don't know you.	Debes estar equivocado, no te conozco.	3			
2	A	Disgusting goblin... Die!	Goblin repugnante... Muere!	0		"SetVariable#primal_forge,200;NPCHostile#weaponsmith"	
3	Q	Not same crrrreaturrre? I see, you're similarrr, not same. A few millenia passed. You not wearrrrrring furrrrs now. You learrrrrned frrrrrom Stridsibum, how to melt and forrrrrrrge. [BLUE](He looks at your weapons with both curiosity and disgust)[] But how disgrrrrrraceful. You seek not the purrrrrity, the clearrrrr sound of finest metal. You just make tools. Disgusting.	¿No la misma crrrriaturrra? Ya veo. Parrrrecida, no la misma. Han pasado milenios, no vestís pieles ahorrrrra. Y habeis aprrrrrendido lo que Stridsibum enseñarrrrr.... fundirrrr metal... forrrrjarrrrr. [BLUE](Examina tus armas y armaduras con curiosidad y disgusto)[]Que desgrrrrracia. No buscais la purrrrreza, el clarrrrrro sonido del metal. Solo crrrrrrreais herrrrrramientas.	4			
4	A	These tools are going to teach you a harsh lesson, goblin.	Estas herramientas te van a enseñar una lección, goblin.	0		"SetVariable#primal_forge,200;NPCHostile#weaponsmith"	
4	A	What do you mean? Who are you?	¿Qué quieres decir? ¿Quién eres?	5			
5	Q	Stridsibum is known by many names. Fatherrrrr of Goblins these puny idiots call me, but they'rrrrrrre not my sons. When only mountains and sky existed, and my masterrrrrrs were long gone, I felt lonely and crrrrrreated toys shaping rrrrrrrock and lead with magic now lost. The rrrrrrresult arrrre those miserrrrables, I felt even lonelierrrrrr than beforrrrre. Humans came laterrrrr and learrrrrned much from me.	Stridsibum tiene muchos nombres. 'Padrrrrrre de los Goblins' me llaman estos idiotas, perrrrrro no son mis hijos. Cuando sólo montaña y cielo existía, y mis Maestrrrrrros se habían marrrrchado, me sentí solo y crrrrreé jugetes con piedrrrrra, plomo y magia ya perrrrrrdida. El rrrrrresultado son estos miserrrrrables, me siento más solo que antes. Jumanos vinierrrrron después y mucho aprrrrrendieron de mí.	6			
6	A	Are you telling me you created the goblins? Are you their ruler?	¿Me estás diciendo que tú creaste a los goblins? ¿Eres su líder?	7			
7	Q	Those drrrrooooling fools listened to me at firrrrrst, but they have no love forrrr the song of metal nor love a beautiful worrrk. They turrrrned to worrrrrship the drrrrragons, and to rrrrraiding and killing. I don't want anything frrrrrom them, and they fearrrrr and avoid me now. Now I just sit and rrrremember. 	Esos estúpidos babeantes me escucharrrron al prrrrincipio, perrrro... No aman la canción del metal ni el bello trrrrrabajo. Comenzarrrrron a adorrrrrar a los drrrrragones, saquearrr, matarrr... Nada quierrrro de ellos, y ellos me temen y me evitan. Ahorrrra solo me siento y rrrrecuerrrrdo.	8			
8	A	Do you still forge weapons?	¿Todavía forjas armas?	9			
9	Q	Nowadays my magic has waned much, metals sing ugly songs and I even lost my hammerrrrr some time ago. No more forrrrrging. Please leave me to my beautiful memorrrries: busy days of sweat and flames and wondrrrrrous creations.	Hoy día mucha de mi magia se ha ido, los metales cantan canciones estrrrrridentes, y he perrrrrdido mi martillo. No más forrrrrjar. Déjame con mis bellos rrrrecuerrrrdos: días ocupados, de sudorrrr y llamas, y crrrreaciones marrrravillosas.	0		SetVariable#primal_forge,10	
10	A	I must leave.	Debo marcharme.	0			
10	A	I brought your smithy hammer.	He traido tu martillo de herrero.	11	PlayerHasItem#2627	"SetVariable#primal_forge,20;LoseItem#2627;GainXP#3000"	
11	Q	My beloved hammerrrrr! A Gift frrrrrom those who loved me in a lost age. So many sworrrrds I crafted in those days.	¡Mi amado marrrrtillo! Un rrrrregalo de los que me amaban en una errrrra olvidada. Tantas espadas fabrrrriqué en esos días...	12			
12	A	Maybe now you could forge a sword for me.	Quizá ahora puedas forjar una espada para mí.	13			
13	Q	Forrrrrge sworrrds again? I don't feel the desirrre in my hearrrt to shape anything anew. But I would like to see a sworrrrd made of the most beautiful metal, and then rrreforrrrge it with the arrrrts of old. Brrrring me a sworrrrd, I don't carrre if short or huge, but must be made of the beautiful metal. And ten small diamonds forrr the edge.	¿Forrrrjar espadas de nuevo? No siento el deseo en mi corrrrazón de forrrmarrr nada nuevo. Perrro desearrría verrrr una espada del herrrmoso metal, y forrrrjarrrla de nuevo con las viejas arrrrtes. La espada puede serrr larrrga, corrrta o enorrrme, perrro del metal más herrrmoso. También diez pequeños diamantes parrrra afilarrrrla.	14			
14	A	Beautiful metal? What is that, gold, silver maybe?	¿Metal Hermoso? ¿Te refieres a oro o plata?	15			
15	Q	Just leave me. I wish to rrrrrememberrr in silence.	Déjame solo. Quierrrro rrrrecorrrdar en silencio.	16			
16	A	Stupid monster, I tire of this. Die!	Estúpido monstruo, estoy harto de tí. Muere.	0		"SetVariable#primal_forge,200;NPCHostile#weaponsmith"	
16	A	Sigh. Alright.	Sigh. De acuerdo.	0			
16	A	What memories do you have of the Beautiful Metal? I bet it produced a fine song.	¿Qué recuerdos tienes del Hermoso Metal? Seguro que hacía una música bella.	17			PER#3
